B_thermophilus_symbiont	R.fausta	R.magnifica	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	SUP05	V.diagonalis	V.extenta	V.gigas1	V.gigas2	V.marissinica	V.okutanii	V.soyoae1	V.soyoae2
MS2017_1828	HUE58_RS03865	Rmag_0188	Rpac_peg_1048	Rpha_peg_1604	Rple_peg_42	Rrec_peg_949	Rsou_peg_1226	SP60_05355	Vdia_peg_793	Vext_peg_782	Vgig1_peg_740	Vgig2_peg_629	Vmar_0188	COSY_0192	Vsoy1_peg_213	Vsoy2_peg_418
MS2017_0288	HUE58_RS04640	Rmag_0927	Rpac_peg_692	Rpha_peg_1407	Rple_peg_904	Rrec_peg_489	Rsou_peg_1269	SP60_02940	Vdia_peg_122	Vext_peg_117	Vgig1_peg_855	Vgig2_peg_742	Vmar_0843	COSY_0834	Vsoy1_peg_873	Vsoy2_peg_89
MS2017_1829	HUE58_RS03870	Rmag_0187	Rpac_peg_1047	Rpha_peg_1603	Rple_peg_43	Rrec_peg_948	Rsou_peg_1227	SP60_05350	Vdia_peg_794	Vext_peg_783	Vgig1_peg_741	Vgig2_peg_630	Vmar_0187	COSY_0191	Vsoy1_peg_212	Vsoy2_peg_417
MS2017_1789	HUE58_RS00475	Rmag_0223	Rpac_peg_342	Rpha_peg_2191	Rple_peg_90	Rrec_peg_239	Rsou_peg_1022	SP60_05540	Vdia_peg_768	Vext_peg_757	Vgig1_peg_713	Vgig2_peg_600	Vmar_0215	COSY_0217	Vsoy1_peg_239	Vsoy2_peg_444
MS2017_1831	HUE58_RS03880	Rmag_0185	Rpac_peg_1045	Rpha_peg_1601	Rple_peg_45	Rrec_peg_946	Rsou_peg_1229	SP60_05340	Vdia_peg_796	Vext_peg_785	Vgig1_peg_743	Vgig2_peg_632	Vmar_0185	COSY_0189	Vsoy1_peg_210	Vsoy2_peg_415
MS2017_1832	HUE58_RS03885	Rmag_0184	Rpac_peg_1044	Rpha_peg_1600	Rple_peg_46	Rrec_peg_945	Rsou_peg_1230	SP60_05335	Vdia_peg_797	Vext_peg_786	Vgig1_peg_744	Vgig2_peg_633	Vmar_0184	COSY_0188	Vsoy1_peg_209	Vsoy2_peg_414
MS2017_1791	HUE58_RS00460	Rmag_0221	Rpac_peg_338	Rpha_peg_2195	Rple_peg_87	Rrec_peg_242	Rsou_peg_1017	SP60_05525	Vdia_peg_770	Vext_peg_759	Vgig1_peg_716	Vgig2_peg_603	Vmar_0212	COSY_0215	Vsoy1_peg_237	Vsoy2_peg_442
MS2017_1990	HUE58_RS06330	Rmag_0103	Rpac_peg_72	Rpha_peg_1913	Rple_peg_1428	Rrec_peg_847	Rsou_peg_1533	SP60_04700	Vdia_peg_877	Vext_peg_866	Vgig1_peg_115	Vgig2_peg_3	Vmar_0105	COSY_0106	Vsoy1_peg_132	Vsoy2_peg_336
MS2017_1834	HUE58_RS03895	Rmag_0182	Rpac_peg_1042	Rpha_peg_1598	Rple_peg_48	Rrec_peg_943	Rsou_peg_1232	SP60_05325	Vdia_peg_799	Vext_peg_788	Vgig1_peg_746	Vgig2_peg_635	Vmar_0182	COSY_0186	Vsoy1_peg_207	Vsoy2_peg_412
MS2017_1169	HUE58_RS02215	Rmag_0504	Rpac_peg_892	Rpha_peg_267	Rple_peg_1220	Rrec_peg_1160	Rsou_peg_1190	SP60_00145	Vdia_peg_512	Vext_peg_499	Vgig1_peg_466	Vgig2_peg_351	Vmar_0466	COSY_0462	Vsoy1_peg_492	Vsoy2_peg_691
MS2017_1835	HUE58_RS03900	Rmag_0181	Rpac_peg_1041	Rpha_peg_1597	Rple_peg_49	Rrec_peg_942	Rsou_peg_1233	SP60_05320	Vdia_peg_800	Vext_peg_789	Vgig1_peg_747	Vgig2_peg_636	Vmar_0181	COSY_0185	Vsoy1_peg_206	Vsoy2_peg_411
MS2017_0450	HUE58_RS00025	Rmag_0816	Rpac_peg_239	Rpha_peg_1999	Rple_peg_416	Rrec_peg_341	Rsou_peg_1182	SP60_06005	Vdia_peg_210	Vext_peg_205	Vgig1_peg_173	Vgig2_peg_63	Vmar_0755	COSY_0741	Vsoy1_peg_782	Vsoy2_peg_983
MS2017_1794	HUE58_RS00440	Rmag_0217	Rpac_peg_334	Rpha_peg_2200	Rple_peg_83	Rrec_peg_245	Rsou_peg_1013	SP60_05505	Vdia_peg_773	Vext_peg_762	Vgig1_peg_720	Vgig2_peg_607	Vmar_0209	COSY_0212	Vsoy1_peg_234	Vsoy2_peg_439
MS2017_1836	HUE58_RS03905	Rmag_0180	Rpac_peg_1040	Rpha_peg_1596	Rple_peg_50	Rrec_peg_941	Rsou_peg_1234	SP60_05315	Vdia_peg_801	Vext_peg_790	Vgig1_peg_748	Vgig2_peg_637	Vmar_0180	COSY_0184	Vsoy1_peg_205	Vsoy2_peg_410
MS2017_1993	HUE58_RS06315	Rmag_0101	Rpac_peg_76	Rpha_peg_1895	Rple_peg_1431	Rrec_peg_843	Rsou_peg_1544	SP60_04690	Vdia_peg_879	Vext_peg_868	Vgig1_peg_113	Vgig2_peg_1	Vmar_0103	COSY_0105	Vsoy1_peg_129	Vsoy2_peg_333
MS2017_0451	HUE58_RS00030	Rmag_0815	Rpac_peg_240	Rpha_peg_2000	Rple_peg_415	Rrec_peg_340	Rsou_peg_1181	SP60_06010	Vdia_peg_211	Vext_peg_206	Vgig1_peg_174	Vgig2_peg_64	Vmar_0754	COSY_0740	Vsoy1_peg_781	Vsoy2_peg_982
MS2017_0890	HUE58_RS01845	Rmag_0453	Rpac_peg_976	Rpha_peg_389	Rple_peg_1299	Rrec_peg_1078	Rsou_peg_1396	SP60_00475	Vdia_peg_556	Vext_peg_544	Vgig1_peg_513	Vgig2_peg_400	Vmar_0422	COSY_0419	Vsoy1_peg_446	Vsoy2_peg_645
MS2017_1795	HUE58_RS00435	Rmag_0216	Rpac_peg_333	Rpha_peg_2201	Rple_peg_82	Rrec_peg_246	Rsou_peg_1012	SP60_05500	Vdia_peg_774	Vext_peg_763	Vgig1_peg_721	Vgig2_peg_608	Vmar_0208	COSY_0211	Vsoy1_peg_233	Vsoy2_peg_438
MS2017_1837	HUE58_RS03910	Rmag_0179	Rpac_peg_1039	Rpha_peg_1595	Rple_peg_51	Rrec_peg_940	Rsou_peg_1235	SP60_05310	Vdia_peg_802	Vext_peg_791	Vgig1_peg_749	Vgig2_peg_638	Vmar_0179	COSY_0183	Vsoy1_peg_204	Vsoy2_peg_409
MS2017_0019	HUE58_RS05700	Rmag_0013	Rpac_peg_217	Rpha_peg_1040	Rple_peg_1578	Rrec_peg_715	Rsou_peg_1787	SP60_04085	Vdia_peg_970	Vext_peg_958	Vgig1_peg_23	Vgig2_peg_945	Vmar_0014	COSY_0014	Vsoy1_peg_39	Vsoy2_peg_243
MS2017_1631	HUE58_RS01040	Rmag_0314	Rpac_peg_474	Rpha_peg_1709	Rple_peg_633	Rrec_peg_116	Rsou_peg_609	SP60_01465	Vdia_peg_683	Vext_peg_672	Vgig1_peg_634	Vgig2_peg_521	Vmar_0296	COSY_0295	Vsoy1_peg_322	Vsoy2_peg_526
MS2017_1718	HUE58_RS04210	Rmag_0843	Rpac_peg_600	Rpha_peg_1509	Rple_peg_799	Rrec_peg_394	Rsou_peg_968	SP60_01720	Vdia_peg_188	Vext_peg_183	Vgig1_peg_786	Vgig2_peg_675	Vmar_0778	COSY_0768	Vsoy1_peg_805	Vsoy2_peg_21
MS2017_0022	HUE58_RS05710	Rmag_0015	Rpac_peg_215	Rpha_peg_1042	Rple_peg_1575	Rrec_peg_717	Rsou_peg_1785	SP60_04095	Vdia_peg_969	Vext_peg_957	Vgig1_peg_25	Vgig2_peg_943	Vmar_0017	COSY_0015	Vsoy1_peg_41	Vsoy2_peg_245
MS2017_1721	HUE58_RS04215	Rmag_0844	Rpac_peg_602	Rpha_peg_1506	Rple_peg_801	Rrec_peg_396	Rsou_peg_5	SP60_01730	Vdia_peg_186	Vext_peg_181	Vgig1_peg_788	Vgig2_peg_677	Vmar_0779	COSY_0769	Vsoy1_peg_807	Vsoy2_peg_23
MS2017_0801	HUE58_RS02800	Rmag_0588	Rpac_peg_1280	Rpha_peg_118	Rple_peg_576	Rrec_peg_1296	Rsou_peg_774	SP60_07565	Vdia_peg_432	Vext_peg_420	Vgig1_peg_387	Vgig2_peg_272	Vmar_0548	COSY_0542	Vsoy1_peg_573	Vsoy2_peg_772
MS2017_0490	HUE58_RS00145	Rmag_0793	Rpac_peg_267	Rpha_peg_2031	Rple_peg_385	Rrec_peg_314	Rsou_peg_1150	SP60_06140	Vdia_peg_237	Vext_peg_232	Vgig1_peg_196	Vgig2_peg_86	Vmar_0733	COSY_0719	Vsoy1_peg_760	Vsoy2_peg_961
MS2017_0802	HUE58_RS02795	Rmag_0587	Rpac_peg_1281	Rpha_peg_119	Rple_peg_577	Rrec_peg_1295	Rsou_peg_775	SP60_07570	Vdia_peg_433	Vext_peg_421	Vgig1_peg_388	Vgig2_peg_273	Vmar_0547	COSY_0541	Vsoy1_peg_572	Vsoy2_peg_771
MS2017_1725	HUE58_RS04240	Rmag_0847	Rpac_peg_609	Rpha_peg_1498	Rple_peg_809	Rrec_peg_401	Rsou_peg_15	SP60_01745	Vdia_peg_184	Vext_peg_179	Vgig1_peg_791	Vgig2_peg_680	Vmar_0782	COSY_0772	Vsoy1_peg_810	Vsoy2_peg_26
MS2017_1640	HUE58_RS01020	Rmag_0311	Rpac_peg_469	Rpha_peg_1716	Rple_peg_210	Rrec_peg_124	Rsou_peg_1712	SP60_01485	Vdia_peg_690	Vext_peg_679	Vgig1_peg_637	Vgig2_peg_524	Vmar_0293	COSY_0292	Vsoy1_peg_319	Vsoy2_peg_523
MS2017_1726	HUE58_RS04245	Rmag_0848	Rpac_peg_610	Rpha_peg_1497	Rple_peg_810	Rrec_peg_402	Rsou_peg_16	SP60_01750	Vdia_peg_183	Vext_peg_178	Vgig1_peg_792	Vgig2_peg_681	Vmar_0783	COSY_0773	Vsoy1_peg_811	Vsoy2_peg_27
MS2017_0405	HUE58_RS00815	Rmag_0276	Rpac_peg_412	Rpha_peg_1792	Rple_peg_156	Rrec_peg_167	Rsou_peg_273	SP60_05800	Vdia_peg_723	Vext_peg_712	Vgig1_peg_668	Vgig2_peg_555	Vmar_0262	COSY_0262	Vsoy1_peg_286	Vsoy2_peg_491
MS2017_0755	HUE58_RS03205	Rmag_0656	Rpac_peg_1188	Rpha_peg_1190	Rple_peg_477	Rrec_peg_1390	Rsou_peg_849	SP60_07105	Vdia_peg_371	Vext_peg_360	Vgig1_peg_322	Vgig2_peg_209	Vmar_0610	COSY_0601	Vsoy1_peg_638	Vsoy2_peg_838
MS2017_2069	HUE58_RS06140	Rmag_0078	Rpac_peg_117	Rpha_peg_2124	Rple_peg_1469	Rrec_peg_806	Rsou_peg_1658	SP60_04545	Vdia_peg_900	Vext_peg_889	Vgig1_peg_91	Vgig2_peg_879	Vmar_0082	COSY_0084	Vsoy1_peg_107	Vsoy2_peg_311
MS2017_0756	HUE58_RS03195	Rmag_0654	Rpac_peg_1189	Rpha_peg_1184	Rple_peg_483	Rrec_peg_1386	Rsou_peg_846	SP60_07125	Vdia_peg_372	Vext_peg_361	Vgig1_peg_323	Vgig2_peg_210	Vmar_0609	COSY_0600	Vsoy1_peg_637	Vsoy2_peg_837
MS2017_2070	HUE58_RS06135	Rmag_0077	Rpac_peg_118	Rpha_peg_2123	Rple_peg_1470	Rrec_peg_805	Rsou_peg_1657	SP60_04540	Vdia_peg_901	Vext_peg_890	Vgig1_peg_90	Vgig2_peg_880	Vmar_0081	COSY_0083	Vsoy1_peg_106	Vsoy2_peg_310
MS2017_0925	HUE58_RS03025	Rmag_0622	Rpac_peg_1234	Rpha_peg_60	Rple_peg_523	Rrec_peg_1342	Rsou_peg_714	SP60_07285	Vdia_peg_399	Vext_peg_387	Vgig1_peg_353	Vgig2_peg_238	Vmar_0581	COSY_0575	Vsoy1_peg_610	Vsoy2_peg_810
MS2017_2071	HUE58_RS06120	Rmag_0074	Rpac_peg_122	Rpha_peg_750	Rple_peg_1473	Rrec_peg_802	Rsou_peg_1652	SP60_04525	Vdia_peg_904	Vext_peg_893	Vgig1_peg_86	Vgig2_peg_884	Vmar_0077	COSY_0080	Vsoy1_peg_103	Vsoy2_peg_307
MS2017_0758	HUE58_RS03185	Rmag_0652	Rpac_peg_1191	Rpha_peg_1182	Rple_peg_485	Rrec_peg_1384	Rsou_peg_844	SP60_07135	Vdia_peg_375	Vext_peg_363	Vgig1_peg_327	Vgig2_peg_213	Vmar_0606	COSY_0599	Vsoy1_peg_634	Vsoy2_peg_834
MS2017_0926	HUE58_RS03020	Rmag_0621	Rpac_peg_1235	Rpha_peg_61	Rple_peg_524	Rrec_peg_1341	Rsou_peg_715	SP60_07290	Vdia_peg_400	Vext_peg_388	Vgig1_peg_354	Vgig2_peg_239	Vmar_0580	COSY_0574	Vsoy1_peg_609	Vsoy2_peg_809
MS2017_0177	HUE58_RS05095	Rmag_0995	Rpac_peg_777	Rpha_peg_826	Rple_peg_1018	Rrec_peg_585	Rsou_peg_447	SP60_03400	Vdia_peg_65	Vext_peg_61	Vgig1_peg_911	Vgig2_peg_798	Vmar_0900	COSY_0891	Vsoy1_peg_931	Vsoy2_peg_147
MS2017_2074	HUE58_RS06115	Rmag_0073	Rpac_peg_124	Rpha_peg_752	Rple_peg_1476	Rrec_peg_800	Rsou_peg_1650	SP60_04510	Vdia_peg_906	Vext_peg_895	Vgig1_peg_85	Vgig2_peg_885	Vmar_0076	COSY_0079	Vsoy1_peg_102	Vsoy2_peg_306
MS2017_0178	HUE58_RS05065	Rmag_0994	Rpac_peg_776	Rpha_peg_1629	Rple_peg_1012	Rrec_peg_579	Rsou_peg_1736	SP60_03280	Vdia_peg_66	Vext_peg_62	Vgig1_peg_910	Vgig2_peg_797	Vmar_0899	COSY_0889	Vsoy1_peg_930	Vsoy2_peg_146
MS2017_0761	HUE58_RS03170	Rmag_0649	Rpac_peg_1194	Rpha_peg_1179	Rple_peg_488	Rrec_peg_1381	Rsou_peg_841	SP60_07150	Vdia_peg_379	Vext_peg_367	Vgig1_peg_330	Vgig2_peg_216	Vmar_0602	COSY_0596	Vsoy1_peg_631	Vsoy2_peg_831
MS2017_0929	HUE58_RS03010	Rmag_0620	Rpac_peg_1237	Rpha_peg_64	Rple_peg_527	Rrec_peg_1338	Rsou_peg_720	SP60_07305	Vdia_peg_401	Vext_peg_389	Vgig1_peg_355	Vgig2_peg_240	Vmar_0579	COSY_0573	Vsoy1_peg_608	Vsoy2_peg_808
MS2017_2075	HUE58_RS06110	Rmag_0072	Rpac_peg_125	Rpha_peg_753	Rple_peg_1477	Rrec_peg_799	Rsou_peg_1649	SP60_04505	Vdia_peg_907	Vext_peg_896	Vgig1_peg_84	Vgig2_peg_886	Vmar_0075	COSY_0078	Vsoy1_peg_101	Vsoy2_peg_305
MS2017_0179	HUE58_RS05060	Rmag_0993	Rpac_peg_775	Rpha_peg_1630	Rple_peg_1011	Rrec_peg_578	Rsou_peg_1737	SP60_03275	Vdia_peg_67	Vext_peg_63	Vgig1_peg_909	Vgig2_peg_796	Vmar_0898	COSY_0888	Vsoy1_peg_929	Vsoy2_peg_145
MS2017_0930	HUE58_RS03005	Rmag_0619	Rpac_peg_1238	Rpha_peg_65	Rple_peg_528	Rrec_peg_1337	Rsou_peg_721	SP60_07310	Vdia_peg_402	Vext_peg_390	Vgig1_peg_356	Vgig2_peg_241	Vmar_0578	COSY_0572	Vsoy1_peg_607	Vsoy2_peg_807
MS2017_2076	HUE58_RS06105	Rmag_0071	Rpac_peg_126	Rpha_peg_754	Rple_peg_1478	Rrec_peg_798	Rsou_peg_1648	SP60_04500	Vdia_peg_908	Vext_peg_897	Vgig1_peg_83	Vgig2_peg_887	Vmar_0074	COSY_0077	Vsoy1_peg_100	Vsoy2_peg_304
MS2017_0142	HUE58_RS05240	Rmag_1015	Rpac_peg_800	Rpha_peg_848	Rple_peg_1048	Rrec_peg_610	Rsou_peg_424	SP60_03555	Vdia_peg_42	Vext_peg_39	Vgig1_peg_932	Vgig2_peg_819	Vmar_0921	COSY_0917	Vsoy1_peg_952	Vsoy2_peg_168
MS2017_0764	HUE58_RS03145	Rmag_0648	Rpac_peg_1203	Rpha_peg_1178	Rple_peg_489	Rrec_peg_1372	Rsou_peg_824	SP60_07155	Vdia_peg_380	Vext_peg_368	Vgig1_peg_331	Vgig2_peg_217	Vmar_0601	COSY_0595	Vsoy1_peg_630	Vsoy2_peg_830
MS2017_0931	HUE58_RS03000	Rmag_0618	Rpac_peg_1239	Rpha_peg_66	Rple_peg_529	Rrec_peg_1336	Rsou_peg_722	SP60_07315	Vdia_peg_403	Vext_peg_391	Vgig1_peg_357	Vgig2_peg_242	Vmar_0577	COSY_0571	Vsoy1_peg_606	Vsoy2_peg_806
MS2017_1438	HUE58_RS01470	Rmag_0397	Rpac_peg_1449	Rpha_peg_511	Rple_peg_1621	Rrec_peg_992	Rsou_peg_1720	SP60_00985	Vdia_peg_609	Vext_peg_597	Vgig1_peg_564	Vgig2_peg_449	Vmar_0368	COSY_0368	Vsoy1_peg_393	Vsoy2_peg_596
MS2017_0096	HUE58_RS05480	Rmag_1054	Rpac_peg_861	Rpha_peg_919	Rple_peg_1114	Rrec_peg_669	Rsou_peg_1605	SP60_03810	Vdia_peg_1008	Vext_peg_995	Vgig1_peg_986	Vgig2_peg_982	Vmar_0959	COSY_0954	Vsoy1_peg_2	Vsoy2_peg_207
MS2017_1439	HUE58_RS01465	Rmag_0396	Rpac_peg_1450	Rpha_peg_512	Rple_peg_1620	Rrec_peg_991	Rsou_peg_1719	SP60_00990	Vdia_peg_610	Vext_peg_598	Vgig1_peg_565	Vgig2_peg_450	Vmar_0367	COSY_0367	Vsoy1_peg_392	Vsoy2_peg_595
MS2017_0097	HUE58_RS05485	Rmag_1055	Rpac_peg_862	Rpha_peg_921	Rple_peg_1116	Rrec_peg_671	Rsou_peg_1606	SP60_03815	Vdia_peg_1007	Vext_peg_994	Vgig1_peg_987	Vgig2_peg_981	Vmar_0960	COSY_0955	Vsoy1_peg_3	Vsoy2_peg_208
MS2017_0001	HUE58_RS05635	Rmag_0001	Rpac_peg_230	Rpha_peg_1019	Rple_peg_1594	Rrec_peg_702	Rsou_peg_1460	SP60_04015	Vdia_peg_983	Vext_peg_971	Vgig1_peg_10	Vgig2_peg_958	Vmar_0001	COSY_0001	Vsoy1_peg_26	Vsoy2_peg_230
MS2017_0002	HUE58_RS05640	Rmag_0002	Rpac_peg_229	Rpha_peg_1020	Rple_peg_1593	Rrec_peg_703	Rsou_peg_1461	SP60_04020	Vdia_peg_982	Vext_peg_970	Vgig1_peg_11	Vgig2_peg_957	Vmar_0002	COSY_0002	Vsoy1_peg_27	Vsoy2_peg_231
MS2017_1442	HUE58_RS01460	Rmag_0395	Rpac_peg_1451	Rpha_peg_513	Rple_peg_1618	Rrec_peg_990	Rsou_peg_1718	SP60_00995	Vdia_peg_611	Vext_peg_599	Vgig1_peg_566	Vgig2_peg_451	Vmar_0366	COSY_0366	Vsoy1_peg_391	Vsoy2_peg_594
MS2017_1443	HUE58_RS01455	Rmag_0394	Rpac_peg_1452	Rpha_peg_514	Rple_peg_1617	Rrec_peg_989	Rsou_peg_1717	SP60_01000	Vdia_peg_612	Vext_peg_600	Vgig1_peg_567	Vgig2_peg_452	Vmar_0365	COSY_0365	Vsoy1_peg_390	Vsoy2_peg_593
MS2017_0004	HUE58_RS05645	Rmag_0003	Rpac_peg_228	Rpha_peg_1022	Rple_peg_1590	Rrec_peg_704	Rsou_peg_1464	SP60_04030	Vdia_peg_981	Vext_peg_969	Vgig1_peg_12	Vgig2_peg_956	Vmar_0003	COSY_0003	Vsoy1_peg_28	Vsoy2_peg_232
MS2017_0101	HUE58_RS05495	Rmag_1057	Rpac_peg_864	Rpha_peg_959	Rple_peg_1122	Rrec_peg_673	Rsou_peg_536	SP60_03840	Vdia_peg_1006	Vext_peg_993	Vgig1_peg_988	Vgig2_peg_980	Vmar_0961	COSY_0956	Vsoy1_peg_4	Vsoy2_peg_209
MS2017_1444	HUE58_RS01445	Rmag_0392	Rpac_peg_1455	Rpha_peg_515	Rple_peg_1614	Rrec_peg_986	Rsou_peg_1716	SP60_01005	Vdia_peg_613	Vext_peg_601	Vgig1_peg_568	Vgig2_peg_453	Vmar_0364	COSY_0364	Vsoy1_peg_389	Vsoy2_peg_592
MS2017_0005	HUE58_RS05650	Rmag_0004	Rpac_peg_227	Rpha_peg_1023	Rple_peg_1589	Rrec_peg_705	Rsou_peg_1465	SP60_04035	Vdia_peg_980	Vext_peg_968	Vgig1_peg_13	Vgig2_peg_955	Vmar_0004	COSY_0004	Vsoy1_peg_29	Vsoy2_peg_233
MS2017_0102	HUE58_RS05500	Rmag_1058	Rpac_peg_865	Rpha_peg_960	Rple_peg_1123	Rrec_peg_674	Rsou_peg_535	SP60_03845	Vdia_peg_1005	Vext_peg_992	Vgig1_peg_989	Vgig2_peg_979	Vmar_0962	COSY_0957	Vsoy1_peg_5	Vsoy2_peg_210
MS2017_0103	HUE58_RS05505	Rmag_1059	Rpac_peg_866	Rpha_peg_961	Rple_peg_1124	Rrec_peg_675	Rsou_peg_534	SP60_03850	Vdia_peg_1004	Vext_peg_991	Vgig1_peg_990	Vgig2_peg_978	Vmar_0963	COSY_0958	Vsoy1_peg_6	Vsoy2_peg_211
MS2017_1239	HUE58_RS02120	Rmag_0485	Rpac_peg_913	Rpha_peg_295	Rple_peg_1242	Rrec_peg_1141	Rsou_peg_1875	SP60_00250	Vdia_peg_528	Vext_peg_516	Vgig1_peg_483	Vgig2_peg_369	Vmar_0452	COSY_0448	Vsoy1_peg_477	Vsoy2_peg_676
MS2017_1240	HUE58_RS02115	Rmag_0484	Rpac_peg_914	Rpha_peg_296	Rple_peg_1243	Rrec_peg_1140	Rsou_peg_1874	SP60_00255	Vdia_peg_529	Vext_peg_517	Vgig1_peg_484	Vgig2_peg_370	Vmar_0451	COSY_0447	Vsoy1_peg_476	Vsoy2_peg_675
MS2017_1241	HUE58_RS02110	Rmag_0483	Rpac_peg_915	Rpha_peg_297	Rple_peg_1244	Rrec_peg_1139	Rsou_peg_1873	SP60_00260	Vdia_peg_530	Vext_peg_518	Vgig1_peg_485	Vgig2_peg_371	Vmar_0450	COSY_0446	Vsoy1_peg_475	Vsoy2_peg_674
MS2017_1242	HUE58_RS02105	Rmag_0482	Rpac_peg_916	Rpha_peg_298	Rple_peg_1245	Rrec_peg_1138	Rsou_peg_1872	SP60_00265	Vdia_peg_531	Vext_peg_519	Vgig1_peg_486	Vgig2_peg_372	Vmar_0449	COSY_0445	Vsoy1_peg_474	Vsoy2_peg_673
MS2017_1406	HUE58_RS01600	Rmag_0415	Rpac_peg_1421	Rpha_peg_466	Rple_peg_1642	Rrec_peg_1021	Rsou_peg_637	SP60_00785	Vdia_peg_595	Vext_peg_583	Vgig1_peg_551	Vgig2_peg_436	Vmar_0382	COSY_0384	Vsoy1_peg_410	Vsoy2_peg_610
MS2017_1407	HUE58_RS01595	Rmag_0414	Rpac_peg_1422	Rpha_peg_467	Rple_peg_1641	Rrec_peg_1020	Rsou_peg_638	SP60_00790	Vdia_peg_596	Vext_peg_584	Vgig1_peg_552	Vgig2_peg_437	Vmar_0381	COSY_0383	Vsoy1_peg_409	Vsoy2_peg_609
MS2017_0220	HUE58_RS04855	Rmag_0969	Rpac_peg_745	Rpha_peg_1337	Rple_peg_975	Rrec_peg_534	Rsou_peg_1508	SP60_03140	Vdia_peg_86	Vext_peg_82	Vgig1_peg_890	Vgig2_peg_777	Vmar_0879	COSY_0869	Vsoy1_peg_909	Vsoy2_peg_125
MS2017_1247	HUE58_RS02080	Rmag_0478	Rpac_peg_925	Rpha_peg_304	Rple_peg_1253	Rrec_peg_1131	Rsou_peg_1866	SP60_00290	Vdia_peg_535	Vext_peg_523	Vgig1_peg_490	Vgig2_peg_376	Vmar_0445	COSY_0441	Vsoy1_peg_470	Vsoy2_peg_669
MS2017_1248	HUE58_RS02075	Rmag_0477	Rpac_peg_926	Rpha_peg_305	Rple_peg_1254	Rrec_peg_1130	Rsou_peg_1865	SP60_00295	Vdia_peg_536	Vext_peg_524	Vgig1_peg_491	Vgig2_peg_377	Vmar_0444	COSY_0440	Vsoy1_peg_469	Vsoy2_peg_668
MS2017_0602	HUE58_RS03640	Rmag_0739	Rpac_peg_1094	Rpha_peg_588	Rple_peg_289	Rrec_peg_1494	Rsou_peg_679	SP60_06515	Vdia_peg_279	Vext_peg_273	Vgig1_peg_238	Vgig2_peg_126	Vmar_0697	COSY_0684	Vsoy1_peg_723	Vsoy2_peg_923
MS2017_0603	HUE58_RS03635	Rmag_0738	Rpac_peg_1095	Rpha_peg_589	Rple_peg_288	Rrec_peg_1493	Rsou_peg_678	SP60_06520	Vdia_peg_280	Vext_peg_274	Vgig1_peg_239	Vgig2_peg_127	Vmar_0696	COSY_0683	Vsoy1_peg_722	Vsoy2_peg_922
MS2017_0573	HUE58_RS00345	Rmag_0763	Rpac_peg_313	Rpha_peg_2110	Rple_peg_330	Rrec_peg_265	Rsou_peg_1081	SP60_06370	Vdia_peg_256	Vext_peg_251	Vgig1_peg_215	Vgig2_peg_103	Vmar_0716	COSY_0702	Vsoy1_peg_742	Vsoy2_peg_942
MS2017_0577	HUE58_RS00385	Rmag_0759	Rpac_peg_320	Rpha_peg_2115	Rple_peg_325	Rrec_peg_256	Rsou_peg_1077	SP60_06390	Vdia_peg_261	Vext_peg_256	Vgig1_peg_220	Vgig2_peg_108	Vmar_0714	COSY_0701	Vsoy1_peg_740	Vsoy2_peg_940
MS2017_0578	HUE58_RS00390	Rmag_0758	Rpac_peg_321	Rpha_peg_2116	Rple_peg_324	Rrec_peg_255	Rsou_peg_1076	SP60_06395	Vdia_peg_262	Vext_peg_257	Vgig1_peg_221	Vgig2_peg_109	Vmar_0713	COSY_0700	Vsoy1_peg_739	Vsoy2_peg_939
MS2017_0062	HUE58_RS05750	Rmag_0023	Rpac_peg_206	Rpha_peg_1052	Rple_peg_1565	Rrec_peg_726	Rsou_peg_469	SP60_04135	Vdia_peg_962	Vext_peg_950	Vgig1_peg_32	Vgig2_peg_936	Vmar_0024	COSY_0022	Vsoy1_peg_48	Vsoy2_peg_252
MS2017_0579	HUE58_RS00395	Rmag_0757	Rpac_peg_322	Rpha_peg_2117	Rple_peg_323	Rrec_peg_254	Rsou_peg_1075	SP60_06400	Vdia_peg_263	Vext_peg_258	Vgig1_peg_222	Vgig2_peg_110	Vmar_0712	COSY_0699	Vsoy1_peg_738	Vsoy2_peg_938
MS2017_0580	HUE58_RS00400	Rmag_0756	Rpac_peg_323	Rpha_peg_2118	Rple_peg_322	Rrec_peg_253	Rsou_peg_1074	SP60_06405	Vdia_peg_264	Vext_peg_259	Vgig1_peg_223	Vgig2_peg_111	Vmar_0711	COSY_0698	Vsoy1_peg_737	Vsoy2_peg_937
MS2017_1006	HUE58_RS02630	Rmag_0563	Rpac_peg_1315	Rpha_peg_149	Rple_peg_1152	Rrec_peg_1254	Rsou_peg_914	SP60_07850	Vdia_peg_456	Vext_peg_443	Vgig1_peg_410	Vgig2_peg_295	Vmar_0525	COSY_0518	Vsoy1_peg_549	Vsoy2_peg_748
MS2017_1521	HUE58_RS01250	Rmag_0351	Rpac_peg_519	Rpha_peg_1648	Rple_peg_680	Rrec_peg_76	Rsou_peg_1293	SP60_01225	Vdia_peg_646	Vext_peg_635	Vgig1_peg_599	Vgig2_peg_487	Vmar_0332	COSY_0332	Vsoy1_peg_356	Vsoy2_peg_560
