Bathy	SUP05	R.magnifica	R.pacifica	R.phaseoliformis	R.pleocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.okutanii	V.gigas2	V.soyoae2	V.gigas1	V.soyoae1	product	genome_count
MS2017_0204	SP60_03210	Rmag_0977	Rpac_peg_757	Rpha_peg_1322	Rple_peg_986	Rrec_peg_548	Rsou_peg_597	Vdia_peg_78	Vext_peg_74	COSY_0877	Vgig2_peg_785	Vsoy2_peg_133	Vgig1_peg_898	Vsoy1_peg_917	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (EC 5.3.1.16)	15
MS2017_0205	SP60_03205	Rmag_0976	Rpac_peg_756	Rpha_peg_1323	Rple_peg_985	Rrec_peg_547	Rsou_peg_598	Vdia_peg_79	Vext_peg_75	COSY_0876	Vgig2_peg_784	Vsoy2_peg_132	Vgig1_peg_897	Vsoy1_peg_916	UPF0125 protein yfjF	15
MS2017_0206	SP60_03200	Rmag_0975	Rpac_peg_755	Rpha_peg_1324	Rple_peg_984	Rrec_peg_546	Rsou_peg_599	Vdia_peg_80	Vext_peg_76	COSY_0875	Vgig2_peg_783	Vsoy2_peg_131	Vgig1_peg_896	Vsoy1_peg_915	Magnesium and cobalt efflux protein CorC	15
MS2017_0207	SP60_03190	Rmag_0973	Rpac_peg_753	Rpha_peg_1326	Rple_peg_982	Rrec_peg_544	Rsou_peg_601	Vdia_peg_82	Vext_peg_78	COSY_0873	Vgig2_peg_781	Vsoy2_peg_129	Vgig1_peg_894	Vsoy1_peg_913	TldE protein, part of TldE/TldD proteolytic complex	15
MS2017_0208	SP60_03185	Rmag_0972	Rpac_peg_752	Rpha_peg_1327	Rple_peg_981	Rrec_peg_543	Rsou_peg_602	Vdia_peg_83	Vext_peg_79	COSY_0872	Vgig2_peg_780	Vsoy2_peg_128	Vgig1_peg_893	Vsoy1_peg_912	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (EC 1.14.13.-)	15
MS2017_0209	SP60_03180	Rmag_0971	Rpac_peg_748	Rpha_peg_1334	Rple_peg_978	Rrec_peg_537	Rsou_peg_1511	Vdia_peg_84	Vext_peg_80	COSY_0871	Vgig2_peg_779	Vsoy2_peg_127	Vgig1_peg_892	Vsoy1_peg_911	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	15
MS2017_0220	SP60_03140	Rmag_0969	Rpac_peg_745	Rpha_peg_1337	Rple_peg_975	Rrec_peg_534	Rsou_peg_1508	Vdia_peg_86	Vext_peg_82	COSY_0869	Vgig2_peg_777	Vsoy2_peg_125	Vgig1_peg_890	Vsoy1_peg_909	IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	15
MS2017_0223	SP60_03125	Rmag_0967	Rpac_peg_740	Rpha_peg_1342	Rple_peg_970	Rrec_peg_533	Rsou_peg_1505	Vdia_peg_87	Vext_peg_83	COSY_0868	Vgig2_peg_752	Vsoy2_peg_124	Vgig1_peg_865	Vsoy1_peg_908	Peptide deformylase (EC 3.5.1.88)	15
MS2017_0224	SP60_03120	Rmag_0966	Rpac_peg_739	Rpha_peg_1343	Rple_peg_969	Rrec_peg_532	Rsou_peg_1504	Vdia_peg_88	Vext_peg_84	COSY_0867	Vgig2_peg_753	Vsoy2_peg_123	Vgig1_peg_866	Vsoy1_peg_907	L-aspartate oxidase (EC 1.4.3.16)	15
MS2017_0226	SP60_03115	Rmag_0965	Rpac_peg_738	Rpha_peg_1344	Rple_peg_968	Rrec_peg_531	Rsou_peg_1503	Vdia_peg_89	Vext_peg_85	COSY_0866	Vgig2_peg_754	Vsoy2_peg_122	Vgig1_peg_867	Vsoy1_peg_906	Probable integral membrane protein	15
MS2017_0227	SP60_03110	Rmag_0964	Rpac_peg_737	Rpha_peg_1345	Rple_peg_967	Rrec_peg_530	Rsou_peg_1502	Vdia_peg_90	Vext_peg_86	COSY_0865	Vgig2_peg_755	Vsoy2_peg_121	Vgig1_peg_868	Vsoy1_peg_905	Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77)	15
MS2017_0234	SP60_03105	Rmag_0963	Rpac_peg_736	Rpha_peg_1346	Rple_peg_966	Rrec_peg_529	Rsou_peg_1501	Vdia_peg_91	Vext_peg_87	COSY_0864	Vgig2_peg_756	Vsoy2_peg_120	Vgig1_peg_869	Vsoy1_peg_904	Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	15
MS2017_0235	SP60_03100	Rmag_0962	Rpac_peg_735	Rpha_peg_1347	Rple_peg_965	Rrec_peg_528	Rsou_peg_1500	Vdia_peg_92	Vext_peg_88	COSY_0863	Vgig2_peg_757	Vsoy2_peg_119	Vgig1_peg_870	Vsoy1_peg_903	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	15
MS2017_0238	SP60_03085	Rmag_0958	Rpac_peg_730	Rpha_peg_1352	Rple_peg_958	Rrec_peg_522	Rsou_peg_1495	Vdia_peg_97	Vext_peg_93	COSY_0858	Vgig2_peg_762	Vsoy2_peg_114	Vgig1_peg_875	Vsoy1_peg_898	Acyl-phosphate:glycerol-3-phosphate O-acyltransferase PlsY	15
MS2017_0239	SP60_03080	Rmag_0957	Rpac_peg_729	Rpha_peg_1353	Rple_peg_957	Rrec_peg_521	Rsou_peg_1494	Vdia_peg_98	Vext_peg_94	COSY_0857	Vgig2_peg_763	Vsoy2_peg_113	Vgig1_peg_876	Vsoy1_peg_897	Dihydroneopterin aldolase (EC 4.1.2.25)	15
MS2017_0240	SP60_03075	Rmag_0956	Rpac_peg_728	Rpha_peg_1354	Rple_peg_956	Rrec_peg_520	Rsou_peg_1493	Vdia_peg_99	Vext_peg_95	COSY_0856	Vgig2_peg_764	Vsoy2_peg_112	Vgig1_peg_877	Vsoy1_peg_896	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)	15
MS2017_0241	SP60_03070	Rmag_0955	Rpac_peg_727	Rpha_peg_1355	Rple_peg_955	Rrec_peg_519	Rsou_peg_1492	Vdia_peg_100	Vext_peg_96	COSY_0855	Vgig2_peg_765	Vsoy2_peg_111	Vgig1_peg_878	Vsoy1_peg_895	Periplasmic thiol:disulfide interchange protein DsbA	15
MS2017_0242	SP60_03065	Rmag_0954	Rpac_peg_726	Rpha_peg_1356	Rple_peg_954	Rrec_peg_518	Rsou_peg_1491	Vdia_peg_101	Vext_peg_97	COSY_0854	Vgig2_peg_766	Vsoy2_peg_110	Vgig1_peg_879	Vsoy1_peg_894	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	15
MS2017_0244	SP60_03060	Rmag_0953	Rpac_peg_725	Rpha_peg_1357	Rple_peg_953	Rrec_peg_517	Rsou_peg_1490	Vdia_peg_102	Vext_peg_98	COSY_0853	Vgig2_peg_767	Vsoy2_peg_109	Vgig1_peg_880	Vsoy1_peg_893	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	15
MS2017_0245	SP60_03055	Rmag_0952	Rpac_peg_724	Rpha_peg_1358	Rple_peg_952	Rrec_peg_516	Rsou_peg_1489	Vdia_peg_103	Vext_peg_99	COSY_0852	Vgig2_peg_768	Vsoy2_peg_108	Vgig1_peg_881	Vsoy1_peg_892	FIG137478: Hypothetical protein YbgI	15
MS2017_0250	SP60_03050	Rmag_0951	Rpac_peg_723	Rpha_peg_1360	Rple_peg_949	Rrec_peg_514	Rsou_peg_1487	Vdia_peg_104	Vext_peg_100	COSY_0851	Vgig2_peg_769	Vsoy2_peg_107	Vgig1_peg_882	Vsoy1_peg_891	Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)	15
MS2017_0252	SP60_03045	Rmag_0950	Rpac_peg_721	Rpha_peg_1362	Rple_peg_947	Rrec_peg_513	Rsou_peg_1485	Vdia_peg_106	Vext_peg_102	COSY_0849	Vgig2_peg_771	Vsoy2_peg_105	Vgig1_peg_884	Vsoy1_peg_889	Imidazoleglycerol-phosphate dehydratase (EC 4.2.1.19)	15
MS2017_0253	SP60_03040	Rmag_0949	Rpac_peg_720	Rpha_peg_1363	Rple_peg_946	Rrec_peg_512	Rsou_peg_1484	Vdia_peg_107	Vext_peg_103	COSY_0848	Vgig2_peg_772	Vsoy2_peg_104	Vgig1_peg_885	Vsoy1_peg_888	Imidazole glycerol phosphate synthase amidotransferase subunit (EC 2.4.2.-)	15
MS2017_0256	SP60_03030	Rmag_0947	Rpac_peg_716	Rpha_peg_1367	Rple_peg_941	Rrec_peg_511	Rsou_peg_1479	Vdia_peg_108	Vext_peg_104	COSY_0847	Vgig2_peg_773	Vsoy2_peg_103	Vgig1_peg_886	Vsoy1_peg_887	Endonuclease III (EC 4.2.99.18)	15
MS2017_0257	SP60_03025	Rmag_0946	Rpac_peg_715	Rpha_peg_1368	Rple_peg_940	Rrec_peg_510	Rsou_peg_1478	Vdia_peg_109	Vext_peg_105	COSY_0846	Vgig2_peg_774	Vsoy2_peg_102	Vgig1_peg_887	Vsoy1_peg_886	Exodeoxyribonuclease I (EC 3.1.11.1)	15
MS2017_0261	SP60_03020	Rmag_0944	Rpac_peg_713	Rpha_peg_1380	Rple_peg_933	Rrec_peg_507	Rsou_peg_1473	Vdia_peg_110	Vext_peg_106	COSY_0845	Vgig2_peg_775	Vsoy2_peg_100	Vgig1_peg_888	Vsoy1_peg_884	Cold shock protein CspA	15
MS2017_0263	SP60_03015	Rmag_0942	Rpac_peg_709	Rpha_peg_1382	Rple_peg_929	Rrec_peg_504	Rsou_peg_1471	Vdia_peg_111	Vext_peg_107	COSY_0844	Vgig2_peg_776	Vsoy2_peg_99	Vgig1_peg_889	Vsoy1_peg_883	DEAD-box ATP-dependent RNA helicase CshA (EC 3.6.4.13)	15
MS2017_0276	SP60_02995	Rmag_0936	Rpac_peg_702	Rpha_peg_1394	Rple_peg_917	Rrec_peg_499	Rsou_peg_1281	Vdia_peg_113	Vext_peg_108	COSY_0843	Vgig2_peg_751	Vsoy2_peg_98	Vgig1_peg_864	Vsoy1_peg_882	LSU ribosomal protein L13p (L13Ae)	15
MS2017_0277	SP60_02990	Rmag_0935	Rpac_peg_701	Rpha_peg_1395	Rple_peg_916	Rrec_peg_498	Rsou_peg_1280	Vdia_peg_114	Vext_peg_109	COSY_0842	Vgig2_peg_750	Vsoy2_peg_97	Vgig1_peg_863	Vsoy1_peg_881	SSU ribosomal protein S9p (S16e)	15
MS2017_0280	SP60_02975	Rmag_0934	Rpac_peg_699	Rpha_peg_1400	Rple_peg_911	Rrec_peg_496	Rsou_peg_1277	Vdia_peg_116	Vext_peg_111	COSY_0840	Vgig2_peg_748	Vsoy2_peg_95	Vgig1_peg_861	Vsoy1_peg_879	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94)	15
MS2017_0282	SP60_02965	Rmag_0932	Rpac_peg_697	Rpha_peg_1402	Rple_peg_909	Rrec_peg_494	Rsou_peg_1274	Vdia_peg_118	Vext_peg_113	COSY_0838	Vgig2_peg_746	Vsoy2_peg_93	Vgig1_peg_859	Vsoy1_peg_877	Rhodanese-related sulfurtransferase	15
MS2017_0283	SP60_02960	Rmag_0931	Rpac_peg_696	Rpha_peg_1403	Rple_peg_908	Rrec_peg_493	Rsou_peg_1273	Vdia_peg_119	Vext_peg_114	COSY_0837	Vgig2_peg_745	Vsoy2_peg_92	Vgig1_peg_858	Vsoy1_peg_876	Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	15
MS2017_0286	SP60_02950	Rmag_0929	Rpac_peg_694	Rpha_peg_1405	Rple_peg_906	Rrec_peg_491	Rsou_peg_1271	Vdia_peg_120	Vext_peg_115	COSY_0836	Vgig2_peg_744	Vsoy2_peg_91	Vgig1_peg_857	Vsoy1_peg_875	Chorismate--pyruvate lyase (EC 4.1.3.40)	15
MS2017_0287	SP60_02945	Rmag_0928	Rpac_peg_693	Rpha_peg_1406	Rple_peg_905	Rrec_peg_490	Rsou_peg_1270	Vdia_peg_121	Vext_peg_116	COSY_0835	Vgig2_peg_743	Vsoy2_peg_90	Vgig1_peg_856	Vsoy1_peg_874	ATP-dependent DNA helicase RecG (EC 3.6.1.-)	15
MS2017_0288	SP60_02940	Rmag_0927	Rpac_peg_692	Rpha_peg_1407	Rple_peg_904	Rrec_peg_489	Rsou_peg_1269	Vdia_peg_122	Vext_peg_117	COSY_0834	Vgig2_peg_742	Vsoy2_peg_89	Vgig1_peg_855	Vsoy1_peg_873	Bona fide RidA/YjgF/TdcF/RutC subgroup	15
MS2017_0311	SP60_02675	Rmag_0926	Rpac_peg_691	Rpha_peg_1408	Rple_peg_903	Rrec_peg_488	Rsou_peg_237	Vdia_peg_123	Vext_peg_118	COSY_0832	Vgig2_peg_741	Vsoy2_peg_88	Vgig1_peg_854	Vsoy1_peg_872	hypothetical protein	15
MS2017_0312	SP60_02670	Rmag_0925	Rpac_peg_690	Rpha_peg_1409	Rple_peg_902	Rrec_peg_487	Rsou_peg_238	Vdia_peg_124	Vext_peg_119	COSY_0831	Vgig2_peg_740	Vsoy2_peg_87	Vgig1_peg_853	Vsoy1_peg_871	Intracellular septation protein IspA	15
MS2017_0314	SP60_02665	Rmag_0924	Rpac_peg_689	Rpha_peg_1410	Rple_peg_901	Rrec_peg_486	Rsou_peg_239	Vdia_peg_125	Vext_peg_120	COSY_0830	Vgig2_peg_739	Vsoy2_peg_86	Vgig1_peg_852	Vsoy1_peg_870	Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10)	15
MS2017_0315	SP60_02660	Rmag_0923	Rpac_peg_688	Rpha_peg_1411	Rple_peg_900	Rrec_peg_485	Rsou_peg_240	Vdia_peg_126	Vext_peg_121	COSY_0829	Vgig2_peg_738	Vsoy2_peg_85	Vgig1_peg_851	Vsoy1_peg_869	Glycine cleavage system H protein	15
MS2017_0316	SP60_02655	Rmag_0922	Rpac_peg_687	Rpha_peg_1412	Rple_peg_899	Rrec_peg_484	Rsou_peg_241	Vdia_peg_127	Vext_peg_122	COSY_0828	Vgig2_peg_737	Vsoy2_peg_84	Vgig1_peg_850	Vsoy1_peg_868	3'-to-5' exoribonuclease RNase R	15
MS2017_0319	SP60_02640	Rmag_0919	Rpac_peg_684	Rpha_peg_1415	Rple_peg_896	Rrec_peg_482	Rsou_peg_244	Vdia_peg_130	Vext_peg_125	COSY_0825	Vgig2_peg_734	Vsoy2_peg_81	Vgig1_peg_847	Vsoy1_peg_865	LSU ribosomal protein L21p	15
MS2017_0320	SP60_02635	Rmag_0918	Rpac_peg_683	Rpha_peg_1416	Rple_peg_895	Rrec_peg_481	Rsou_peg_245	Vdia_peg_131	Vext_peg_126	COSY_0824	Vgig2_peg_733	Vsoy2_peg_80	Vgig1_peg_846	Vsoy1_peg_864	LSU ribosomal protein L27p	15
MS2017_0321	SP60_02630	Rmag_0917	Rpac_peg_682	Rpha_peg_1417	Rple_peg_894	Rrec_peg_480	Rsou_peg_246	Vdia_peg_132	Vext_peg_127	COSY_0823	Vgig2_peg_732	Vsoy2_peg_79	Vgig1_peg_845	Vsoy1_peg_863	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	15
MS2017_0322	SP60_02625	Rmag_0916	Rpac_peg_681	Rpha_peg_1418	Rple_peg_893	Rrec_peg_479	Rsou_peg_247	Vdia_peg_133	Vext_peg_128	COSY_0822	Vgig2_peg_731	Vsoy2_peg_78	Vgig1_peg_844	Vsoy1_peg_862	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	15
MS2017_0331	SP60_02615	Rmag_0915	Rpac_peg_680	Rpha_peg_1419	Rple_peg_892	Rrec_peg_478	Rsou_peg_249	Vdia_peg_134	Vext_peg_129	COSY_0821	Vgig2_peg_730	Vsoy2_peg_77	Vgig1_peg_843	Vsoy1_peg_861	tRNA-specific adenosine-34 deaminase (EC 3.5.4.-)	15
MS2017_0332	SP60_02610	Rmag_0914	Rpac_peg_679	Rpha_peg_1420	Rple_peg_891	Rrec_peg_477	Rsou_peg_250	Vdia_peg_135	Vext_peg_130	COSY_0820	Vgig2_peg_729	Vsoy2_peg_76	Vgig1_peg_842	Vsoy1_peg_860	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2)	15
MS2017_0338	SP60_02595	Rmag_0911	Rpac_peg_677	Rpha_peg_1423	Rple_peg_888	Rrec_peg_474	Rsou_peg_253	Vdia_peg_137	Vext_peg_132	COSY_0818	Vgig2_peg_727	Vsoy2_peg_74	Vgig1_peg_840	Vsoy1_peg_858	ATP-dependent Clp protease ATP-binding subunit ClpA	15
MS2017_0339	SP60_02590	Rmag_0910	Rpac_peg_676	Rpha_peg_1424	Rple_peg_887	Rrec_peg_473	Rsou_peg_254	Vdia_peg_138	Vext_peg_133	COSY_0817	Vgig2_peg_726	Vsoy2_peg_73	Vgig1_peg_839	Vsoy1_peg_857	5-nucleotidase SurE (EC 3.1.3.5)	15
MS2017_0345	SP60_05580	Rmag_0232	Rpac_peg_355	Rpha_peg_1120	Rple_peg_100	Rrec_peg_227	Rsou_peg_1038	Vdia_peg_762	Vext_peg_751	COSY_0223	Vgig2_peg_594	Vsoy2_peg_451	Vgig1_peg_706	Vsoy1_peg_246	Acetylglutamate kinase (EC 2.7.2.8)	15
MS2017_0346	SP60_05585	Rmag_0233	Rpac_peg_356	Rpha_peg_1119	Rple_peg_101	Rrec_peg_226	Rsou_peg_1039	Vdia_peg_761	Vext_peg_750	COSY_0224	Vgig2_peg_593	Vsoy2_peg_452	Vgig1_peg_705	Vsoy1_peg_247	Dihydroorotate dehydrogenase electron transfer subunit (EC 1.3.3.1)	15
MS2017_0347	SP60_05590	Rmag_0234	Rpac_peg_357	Rpha_peg_1118	Rple_peg_102	Rrec_peg_225	Rsou_peg_1040	Vdia_peg_760	Vext_peg_749	COSY_0225	Vgig2_peg_592	Vsoy2_peg_453	Vgig1_peg_704	Vsoy1_peg_248	Hypothetical protein YggS, proline synthase co-transcribed bacterial homolog PROSC	15
MS2017_0351	SP60_05605	Rmag_0235	Rpac_peg_360	Rpha_peg_1113	Rple_peg_105	Rrec_peg_220	Rsou_peg_1047	Vdia_peg_758	Vext_peg_747	COSY_0227	Vgig2_peg_590	Vsoy2_peg_455	Vgig1_peg_702	Vsoy1_peg_250	FIG006388: Possible exported protein	15
MS2017_0352	SP60_05610	Rmag_0236	Rpac_peg_361	Rpha_peg_1112	Rple_peg_106	Rrec_peg_219	Rsou_peg_1048	Vdia_peg_757	Vext_peg_746	COSY_0228	Vgig2_peg_589	Vsoy2_peg_456	Vgig1_peg_701	Vsoy1_peg_251	TldD protein, part of TldE/TldD proteolytic complex	15
MS2017_0356	SP60_05615	Rmag_0237	Rpac_peg_362	Rpha_peg_1111	Rple_peg_107	Rrec_peg_218	Rsou_peg_1049	Vdia_peg_756	Vext_peg_745	COSY_0229	Vgig2_peg_588	Vsoy2_peg_457	Vgig1_peg_700	Vsoy1_peg_252	NADH ubiquinone oxidoreductase chain A (EC 1.6.5.3)	15
MS2017_0357	SP60_05620	Rmag_0238	Rpac_peg_363	Rpha_peg_1110	Rple_peg_108	Rrec_peg_217	Rsou_peg_1050	Vdia_peg_755	Vext_peg_744	COSY_0230	Vgig2_peg_587	Vsoy2_peg_458	Vgig1_peg_699	Vsoy1_peg_253	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3)	15
MS2017_0358	SP60_05625	Rmag_0239	Rpac_peg_364	Rpha_peg_1109	Rple_peg_109	Rrec_peg_216	Rsou_peg_1051	Vdia_peg_754	Vext_peg_743	COSY_0231	Vgig2_peg_586	Vsoy2_peg_459	Vgig1_peg_698	Vsoy1_peg_254	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3)	15
MS2017_0359	SP60_05630	Rmag_0240	Rpac_peg_365	Rpha_peg_1108	Rple_peg_110	Rrec_peg_215	Rsou_peg_1052	Vdia_peg_753	Vext_peg_742	COSY_0232	Vgig2_peg_585	Vsoy2_peg_460	Vgig1_peg_697	Vsoy1_peg_255	NADH-ubiquinone oxidoreductase chain D (EC 1.6.5.3)	15
MS2017_0361	SP60_05635	Rmag_0241	Rpac_peg_366	Rpha_peg_1107	Rple_peg_111	Rrec_peg_214	Rsou_peg_1053	Vdia_peg_752	Vext_peg_741	COSY_0233	Vgig2_peg_584	Vsoy2_peg_461	Vgig1_peg_696	Vsoy1_peg_256	NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	15
MS2017_0362	SP60_05640	Rmag_0242	Rpac_peg_367	Rpha_peg_1106	Rple_peg_112	Rrec_peg_213	Rsou_peg_1054	Vdia_peg_751	Vext_peg_740	COSY_0234	Vgig2_peg_583	Vsoy2_peg_462	Vgig1_peg_695	Vsoy1_peg_257	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	15
MS2017_0363	SP60_05645	Rmag_0243	Rpac_peg_368	Rpha_peg_1105	Rple_peg_113	Rrec_peg_212	Rsou_peg_1060	Vdia_peg_750	Vext_peg_739	COSY_0235	Vgig2_peg_582	Vsoy2_peg_463	Vgig1_peg_694	Vsoy1_peg_258	NADH-ubiquinone oxidoreductase chain G (EC 1.6.5.3)	15
MS2017_0364	SP60_05650	Rmag_0244	Rpac_peg_369	Rpha_peg_1104	Rple_peg_114	Rrec_peg_211	Rsou_peg_1061	Vdia_peg_749	Vext_peg_738	COSY_0236	Vgig2_peg_581	Vsoy2_peg_464	Vgig1_peg_693	Vsoy1_peg_259	NADH-ubiquinone oxidoreductase chain H (EC 1.6.5.3)	15
MS2017_0365	SP60_05655	Rmag_0245	Rpac_peg_370	Rpha_peg_1103	Rple_peg_115	Rrec_peg_210	Rsou_peg_1062	Vdia_peg_748	Vext_peg_737	COSY_0237	Vgig2_peg_580	Vsoy2_peg_465	Vgig1_peg_692	Vsoy1_peg_260	NADH-ubiquinone oxidoreductase chain I (EC 1.6.5.3)	15
MS2017_0367	SP60_05660	Rmag_0246	Rpac_peg_371	Rpha_peg_1102	Rple_peg_116	Rrec_peg_209	Rsou_peg_1063	Vdia_peg_747	Vext_peg_736	COSY_0238	Vgig2_peg_579	Vsoy2_peg_466	Vgig1_peg_691	Vsoy1_peg_261	NADH-ubiquinone oxidoreductase chain J (EC 1.6.5.3)	15
MS2017_0368	SP60_05665	Rmag_0247	Rpac_peg_372	Rpha_peg_1101	Rple_peg_117	Rrec_peg_208	Rsou_peg_1064	Vdia_peg_746	Vext_peg_735	COSY_0239	Vgig2_peg_578	Vsoy2_peg_467	Vgig1_peg_690	Vsoy1_peg_262	NADH-ubiquinone oxidoreductase chain K (EC 1.6.5.3)	15
MS2017_0371	SP60_05670	Rmag_0248	Rpac_peg_373	Rpha_peg_1098	Rple_peg_120	Rrec_peg_205	Rsou_peg_1067	Vdia_peg_745	Vext_peg_734	COSY_0240	Vgig2_peg_577	Vsoy2_peg_468	Vgig1_peg_689	Vsoy1_peg_263	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3)	15
MS2017_0372	SP60_05675	Rmag_0249	Rpac_peg_374	Rpha_peg_1097	Rple_peg_121	Rrec_peg_204	Rsou_peg_1068	Vdia_peg_744	Vext_peg_733	COSY_0241	Vgig2_peg_576	Vsoy2_peg_469	Vgig1_peg_688	Vsoy1_peg_264	NADH-ubiquinone oxidoreductase chain M (EC 1.6.5.3)	15
MS2017_0373	SP60_05680	Rmag_0250	Rpac_peg_375	Rpha_peg_1096	Rple_peg_122	Rrec_peg_203	Rsou_peg_1069	Vdia_peg_743	Vext_peg_732	COSY_0242	Vgig2_peg_575	Vsoy2_peg_470	Vgig1_peg_687	Vsoy1_peg_265	NADH-ubiquinone oxidoreductase chain N (EC 1.6.5.3)	15
MS2017_0383	SP60_05695	Rmag_0257	Rpac_peg_388	Rpha_peg_1885	Rple_peg_129	Rrec_peg_191	Rsou_peg_1901	Vdia_peg_742	Vext_peg_731	COSY_0243	Vgig2_peg_574	Vsoy2_peg_471	Vgig1_peg_686	Vsoy1_peg_266	Biotin synthesis protein BioC	15
MS2017_0384	SP60_05700	Rmag_0258	Rpac_peg_389	Rpha_peg_1884	Rple_peg_130	Rrec_peg_190	Rsou_peg_1900	Vdia_peg_741	Vext_peg_730	COSY_0244	Vgig2_peg_573	Vsoy2_peg_472	Vgig1_peg_685	Vsoy1_peg_267	Zinc ABC transporter, periplasmic-binding protein ZnuA	15
MS2017_0387	SP60_05710	Rmag_0260	Rpac_peg_391	Rpha_peg_1882	Rple_peg_132	Rrec_peg_188	Rsou_peg_1898	Vdia_peg_740	Vext_peg_729	COSY_0245	Vgig2_peg_572	Vsoy2_peg_473	Vgig1_peg_684	Vsoy1_peg_268	hypothetical protein	15
MS2017_0388	SP60_05715	Rmag_0261	Rpac_peg_392	Rpha_peg_1881	Rple_peg_133	Rrec_peg_187	Rsou_peg_1897	Vdia_peg_739	Vext_peg_728	COSY_0246	Vgig2_peg_571	Vsoy2_peg_474	Vgig1_peg_683	Vsoy1_peg_269	Ribosome recycling factor	15
MS2017_0389	SP60_05720	Rmag_0262	Rpac_peg_393	Rpha_peg_1880	Rple_peg_134	Rrec_peg_186	Rsou_peg_1896	Vdia_peg_738	Vext_peg_727	COSY_0247	Vgig2_peg_570	Vsoy2_peg_475	Vgig1_peg_682	Vsoy1_peg_270	Uridine monophosphate kinase (EC 2.7.4.22)	15
MS2017_0390	SP60_05725	Rmag_0263	Rpac_peg_394	Rpha_peg_1879	Rple_peg_136	Rrec_peg_185	Rsou_peg_1895	Vdia_peg_737	Vext_peg_726	COSY_0248	Vgig2_peg_569	Vsoy2_peg_476	Vgig1_peg_681	Vsoy1_peg_271	Excinuclease ABC subunit A	15
MS2017_0392	SP60_05735	Rmag_0265	Rpac_peg_396	Rpha_peg_1877	Rple_peg_138	Rrec_peg_183	Rsou_peg_1893	Vdia_peg_736	Vext_peg_725	COSY_0249	Vgig2_peg_568	Vsoy2_peg_477	Vgig1_peg_680	Vsoy1_peg_272	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	15
MS2017_0393	SP60_05740	Rmag_0266	Rpac_peg_397	Rpha_peg_1876	Rple_peg_139	Rrec_peg_182	Rsou_peg_1892	Vdia_peg_735	Vext_peg_724	COSY_0250	Vgig2_peg_567	Vsoy2_peg_478	Vgig1_peg_679	Vsoy1_peg_273	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	15
MS2017_0394	SP60_05745	Rmag_0267	Rpac_peg_398	Rpha_peg_1875	Rple_peg_140	Rrec_peg_181	Rsou_peg_1891	Vdia_peg_734	Vext_peg_723	COSY_0251	Vgig2_peg_566	Vsoy2_peg_479	Vgig1_peg_678	Vsoy1_peg_274	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	15
MS2017_0397	SP60_05755	Rmag_0269	Rpac_peg_400	Rpha_peg_1873	Rple_peg_142	Rrec_peg_179	Rsou_peg_1889	Vdia_peg_732	Vext_peg_721	COSY_0253	Vgig2_peg_564	Vsoy2_peg_483	Vgig1_peg_676	Vsoy1_peg_278	hypothetical protein	15
MS2017_0398	SP60_05760	Rmag_0270	Rpac_peg_401	Rpha_peg_1872	Rple_peg_144	Rrec_peg_178	Rsou_peg_1887	Vdia_peg_730	Vext_peg_719	COSY_0254	Vgig2_peg_562	Vsoy2_peg_484	Vgig1_peg_675	Vsoy1_peg_279	Siroheme synthase / Precorrin-2 oxidase (EC 1.3.1.76) / Sirohydrochlorin ferrochelatase (EC 4.99.1.4) / Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	15
