	T_autotrophicus	B_thermophilus_symbiont	R_fausta	R_magnifica	R_pacifica	R_phaseoliformis	R_pliocardia	R_rectimargo	R_southwardae	V_diagonalis	V_extenta	V_gigas1	V_gigas2	V_marissinica	V_okutanii	V_soyoae1	V_soyoae2	Genome_Count	Gene	Function
OG0000047	SP60_00100	MS2017_1110	HUE58_RS02260_pseudo		Rpac_peg_1402_pseudo, Rpac_peg_1403_pseudo, Rpac_peg_1405_pseudo	Rpha_peg_258		Rrec_peg_1172_pseudo, Rrec_peg_1174_pseudo	Rsou_peg_1822	Vdia_peg_508	Vext_peg_495	Vgig1_peg_462	Vgig2_peg_347	Vmar_0470	COSY_0466	Vsoy1_peg_496	Vsoy2_peg_695	15	metH	5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13)
OG0000048	SP60_07245	MS2017_0916	HUE58_RS03060_pseudo		Rpac_peg_1227_pseudo	Rpha_peg_43	Rpli_peg_513_pseudo, Rpli_peg_514_pseudo, Rpli_peg_515_pseudo	Rrec_peg_1351_pseudo	Rsou_peg_704	Vdia_peg_391	Vext_peg_379	Vgig1_peg_344	Vgig2_peg_229	Vmar_0590	COSY_0583	Vsoy1_peg_619	Vsoy2_peg_819	16	btuR/cobO	Cob(I)alamin adenosyltransferase (EC 2.5.1.17)
OG0000049	SP60_00130	MS2017_1156, MS2017_1166	HUE58_RS02230	Rmag_0507	Rpac_peg_889	Rpha_peg_264	Rpli_peg_1217	Rrec_peg_1163	Rsou_peg_1187	Vdia_peg_509	Vext_peg_496	Vgig1_peg_463	Vgig2_peg_348	Vmar_0469	COSY_0465	Vsoy1_peg_495	Vsoy2_peg_694	17	nusB	Transcription termination protein NusB
OG0000050	SP60_00135	MS2017_1157, MS2017_1167	HUE58_RS02225	Rmag_0506	Rpac_peg_890	Rpha_peg_265	Rpli_peg_1218	Rrec_peg_1162	Rsou_peg_1188	Vdia_peg_510	Vext_peg_497	Vgig1_peg_464	Vgig2_peg_349	Vmar_0468	COSY_0464	Vsoy1_peg_494	Vsoy2_peg_693	17	ribH	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
OG0000051	SP60_00140	MS2017_1158, MS2017_1168	HUE58_RS02220	Rmag_0505	Rpac_peg_891	Rpha_peg_266	Rpli_peg_1219	Rrec_peg_1161	Rsou_peg_1189	Vdia_peg_511	Vext_peg_498	Vgig1_peg_465	Vgig2_peg_350	Vmar_0467	COSY_0463	Vsoy1_peg_493	Vsoy2_peg_692	17	ribAB	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)
OG0000052	SP60_07485	MS2017_0795	HUE58_RS02835	Rmag_0592, Rmag_0727_pseudo	Rpac_peg_1273	Rpha_peg_105	Rpli_peg_567	Rrec_peg_1304	Rsou_peg_762	Vdia_peg_428	Vext_peg_416	Vgig1_peg_383	Vgig2_peg_268	Vmar_0552	COSY_0547	Vsoy1_peg_577	Vsoy2_peg_776	17	rpsA	SSU ribosomal protein S1p
OG0000053	SP60_00165	MS2017_1159, MS2017_1175	HUE58_RS02195	Rmag_0500	Rpac_peg_896	Rpha_peg_271	Rpli_peg_1226	Rrec_peg_1156	Rsou_peg_1810	Vdia_peg_515_pseudo	Vext_peg_502_pseudo	Vgig1_peg_469	Vgig2_peg_354	Vmar_0464	COSY_0460	Vsoy1_peg_490	Vsoy2_peg_689	17	murG	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)
OG0000054	SP60_04365, SP60_04990_pseudo	MS2017_2101	HUE58_RS06035_pseudo	Rmag_0058	Rpac_peg_148_pseudo	Rpha_peg_768	Rpli_peg_1496_pseudo	Rrec_peg_782_pseudo	Rsou_peg_575_pseudo	Vdia_peg_922	Vext_peg_911	Vgig1_peg_70	Vgig2_peg_899	Vmar_0062	COSY_0063	Vsoy1_peg_88	Vsoy2_peg_292	17		21 kDa hemolysin precursor
OG0000055	SP60_04340	MS2017_2106	HUE58_RS06010	Rmag_0056	Rpac_peg_159	Rpha_peg_782_pseudo, Rpha_peg_783_pseudo	Rpli_peg_1502_pseudo	Rrec_peg_776	Rsou_peg_579_pseudo	Vdia_peg_924	Vext_peg_913	Vgig1_peg_68	Vgig2_peg_901	Vmar_0059	COSY_0061	Vsoy1_peg_86	Vsoy2_peg_289	17	truB	tRNA pseudouridine synthase B (EC 4.2.1.70)
OG0000056	SP60_04805	MS2017_1860	HUE58_RS06680_pseudo		Rpac_peg_8	Rpha_peg_1989	Rpli_peg_1349_pseudo, Rpli_peg_1350_pseudo, Rpli_peg_1351	Rrec_peg_918_pseudo	Rsou_peg_962_pseudo, Rsou_peg_963_pseudo	Vdia_peg_823_pseudo	Vext_peg_812_pseudo	Vgig1_peg_166_pseudo	Vgig2_peg_56_pseudo	Vmar_0158		Vsoy1_peg_183	Vsoy2_peg_388	15		Hypothetical protein
OG0000057	SP60_06365, SP60_08130_pseudo	MS2017_0572, MS2017_1085	HUE58_RS00340	Rmag_0764	Rpac_peg_312	Rpha_peg_2109, Rpha_peg_218_pseudo, Rpha_peg_219_pseudo	Rpli_peg_1200, Rpli_peg_331	Rrec_peg_266	Rsou_peg_1082, Rsou_peg_94_pseudo, Rsou_peg_96_pseudo			Vgig1_peg_214		Vmar_0717				11		2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases / CDP-6-deoxy-delta-3,4-glucoseen reductase-like
OG0000058	SP60_01605	MS2017_1679	HUE58_RS04080_pseudo	Rmag_0826	Rpac_peg_576_pseudo	Rpha_peg_1547_pseudo, Rpha_peg_1548_pseudo	Rpli_peg_766	Rrec_peg_366_pseudo	Rsou_peg_1000	Vdia_peg_202	Vext_peg_197	Vgig1_peg_772	Vgig2_peg_661	Vmar_0763	COSY_0753	Vsoy1_peg_791	Vsoy2_peg_7	17		Beta-lactamase domain protein
OG0000059	SP60_04935, SP60_08135	MS2017_1086	HUE58_RS02345	Rmag_0522	Rpac_peg_1376	Rpha_peg_221	Rpli_peg_1201	Rrec_peg_1193	Rsou_peg_93	Vdia_peg_497	Vext_peg_484	Vgig1_peg_450	Vgig2_peg_335	Vmar_0482	COSY_0478	Vsoy1_peg_508	Vsoy2_peg_707	17	hemH	Ferrochelatase, protoheme ferro-lyase (EC 4.99.1.1)
OG0000060	SP60_03835, SP60_04620	MS2017_0098	HUE58_RS06225	Rmag_0093	Rpac_peg_97	Rpha_peg_2144	Rpli_peg_1451	Rrec_peg_824	Rsou_peg_1674	Vdia_peg_887	Vext_peg_876	Vgig1_peg_105	Vgig2_peg_864	Vmar_0095	COSY_0097	Vsoy1_peg_121	Vsoy2_peg_325	17	adk	Adenylate kinase (EC 2.7.4.3)
OG0000061	SP60_01025	MS2017_1447	HUE58_RS01420	Rmag_0389	Rpac_peg_1406_pseudo, Rpac_peg_558	Rpha_peg_521	Rpli_peg_741	Rrec_peg_39	Rsou_peg_1973	Vdia_peg_614	Vext_peg_602	Vgig1_peg_569	Vgig2_peg_454	Vmar_0363	COSY_0363	Vsoy1_peg_388	Vsoy2_peg_591	17	grxD	Glutaredoxin-related protein
OG0000062	SP60_07855	MS2017_1007	HUE58_RS02620	Rmag_0562	Rpac_peg_1317	Rpha_peg_150	Rpli_peg_1153, Rpli_peg_237_pseudo	Rrec_peg_1252	Rsou_peg_913	Vdia_peg_458	Vext_peg_445	Vgig1_peg_412	Vgig2_peg_297	Vmar_0522	COSY_0516	Vsoy1_peg_547	Vsoy2_peg_746	17	groEL	Heat shock protein 60 family chaperone GroEL
OG0000063	SP60_01230	MS2017_1522	HUE58_RS01245	Rmag_0350	Rpac_peg_517_pseudo, Rpac_peg_518_pseudo	Rpha_peg_1649	Rpli_peg_679	Rrec_peg_77	Rsou_peg_1294	Vdia_peg_648_pseudo	Vext_peg_637_pseudo	Vgig1_peg_600	Vgig2_peg_488	Vmar_0331	COSY_0331	Vsoy1_peg_355	Vsoy2_peg_559	17	corC	Magnesium and cobalt efflux protein CorC
OG0000064	SP60_07205, SP60_07235	MS2017_1647	HUE58_RS03100	Rmag_0636	Rpac_peg_1216	Rpha_peg_1166	Rpli_peg_501	Rrec_peg_1361	Rsou_peg_812	Vdia_peg_388	Vext_peg_376	Vgig1_peg_340	Vgig2_peg_226	Vmar_0593	COSY_0587	Vsoy1_peg_622	Vsoy2_peg_822	17	msrA	Peptide methionine sulfoxide reductase MsrA (EC 1.8.4.11)
OG0000065	SP60_04145	MS2017_0066	HUE58_RS05760	Rmag_0024	Rpac_peg_203	Rpha_peg_1054_pseudo, Rpha_peg_1055_pseudo	Rpli_peg_1563	Rrec_peg_728	Rsou_peg_471	Vdia_peg_960	Vext_peg_948	Vgig1_peg_34	Vgig2_peg_934	Vmar_0026	COSY_0024	Vsoy1_peg_50	Vsoy2_peg_254	17		Peptidase, M23/M37 family
OG0000066	SP60_05130	MS2017_1877	HUE58_RS06620	Rmag_0148	Rpac_peg_17	Rpha_peg_1976	Rpli_peg_1362_pseudo, Rpli_peg_1363_pseudo	Rrec_peg_905	Rsou_peg_950	Vdia_peg_831	Vext_peg_820	Vgig1_peg_159	Vgig2_peg_48	Vmar_0150	COSY_0152	Vsoy1_peg_176	Vsoy2_peg_381	17	genX/epmA	Translation elongation factor P Lys34:lysine transferase
OG0000067	SP60_03250, SP60_04675	MS2017_0187	HUE58_RS05035	Rmag_0988	Rpac_peg_770	Rpha_peg_1635	Rpli_peg_1006	Rrec_peg_573	Rsou_peg_1742	Vdia_peg_72	Vext_peg_68	Vgig1_peg_904	Vgig2_peg_791	Vmar_0893	COSY_0883	Vsoy1_peg_924	Vsoy2_peg_140	17	cynT	Carbonic anhydrase (EC 4.2.1.1)
OG0000068	SP60_06700	MS2017_0657	HUE58_RS03485_pseudo	Rmag_0702_pseudo	Rpac_peg_1132_pseudo, Rpac_peg_1133_pseudo	Rpha_peg_641	Rpli_peg_235	Rrec_peg_1458_pseudo	Rsou_peg_213_pseudo	Vdia_peg_314_pseudo	Vext_peg_306_pseudo	Vgig1_peg_268_pseudo	Vgig2_peg_156_pseudo	Vmar_0663_pseudo	COSY_0654_pseudo	Vsoy1_peg_691_pseudo	Vsoy2_peg_891_pseudo	17		Hypothetical protein
OG0000069	SP60_06705, SP60_06725	MS2017_0658	HUE58_RS03480	Rmag_0701	Rpac_peg_1134	Rpha_peg_642	Rpli_peg_234	Rrec_peg_1457	Rsou_peg_212	Vdia_peg_315	Vext_peg_307	Vgig1_peg_269	Vgig2_peg_157	Vmar_0662	COSY_0653	Vsoy1_peg_690	Vsoy2_peg_890	17	cbbM/rbcL	Ribulose bisphosphate carboxylase (EC 4.1.1.39)
OG0000070	SP60_06710, SP60_06740	MS2017_0661	HUE58_RS03475	Rmag_0700	Rpac_peg_1135	Rpha_peg_643	Rpli_peg_231	Rrec_peg_1456	Rsou_peg_211	Vdia_peg_316	Vext_peg_308	Vgig1_peg_270	Vgig2_peg_158	Vmar_0661	COSY_0652	Vsoy1_peg_689	Vsoy2_peg_889	17	cbbQ	Rubisco activation protein CbbQ
OG0000071	SP60_06715, SP60_06745	MS2017_0662	HUE58_RS03470	Rmag_0699	Rpac_peg_1136	Rpha_peg_644	Rpli_peg_230	Rrec_peg_1455	Rsou_peg_210	Vdia_peg_317	Vext_peg_309	Vgig1_peg_271	Vgig2_peg_159	Vmar_0660	COSY_0651	Vsoy1_peg_688	Vsoy2_peg_888	17	cbbO/norD	Rubisco activation protein CbbO
OG0000072	SP60_06325	MS2017_0544	HUE58_RS00270_pseudo	Rmag_0773	Rpac_peg_296	Rpha_peg_2079	Rpli_peg_347	Rrec_peg_282_pseudo	Rsou_peg_1102	Vdia_peg_247_pseudo	Vext_peg_242_pseudo	Vgig1_peg_207	Vgig2_peg_96	Vmar_0724	COSY_0709	Vsoy1_peg_749	Vsoy2_peg_949_pseudo, Vsoy2_peg_950_pseudo	17		Chloride channel protein
OG0000073			HUE58_RS00850_pseudo		Rpac_peg_420_pseudo, Rpac_peg_421	Rpha_peg_1782	Rpli_peg_165, Rpli_peg_166_pseudo	Rrec_peg_160_pseudo	Rsou_peg_282	Vdia_peg_715_pseudo, Vdia_peg_716_pseudo	Vext_peg_704_pseudo, Vext_peg_705_pseudo	Vgig1_peg_662_pseudo	Vgig2_peg_549_pseudo	Vmar_0268_pseudo	COSY_0268	Vsoy1_peg_292	Vsoy2_peg_497	14		Hypothetical protein
OG0000074	SP60_07900	MS2017_1016	HUE58_RS02575	Rmag_0553	Rpac_peg_1326	Rpha_peg_159	Rpli_peg_1162	Rrec_peg_1243	Rsou_peg_904	Vdia_peg_470	Vext_peg_457	Vgig1_peg_421	Vgig2_peg_306	Vmar_0513	COSY_0507	Vsoy1_peg_538	Vsoy2_peg_737	17	sam50	Outer membrane protein assembly factor YaeT precursor
OG0000075	SP60_01430	MS2017_1610	HUE58_RS01075	Rmag_0319	Rpac_peg_481	Rpha_peg_1699	Rpli_peg_640	Rrec_peg_108	Rsou_peg_625	Vdia_peg_679	Vext_peg_668	Vgig1_peg_630	Vgig2_peg_518	Vmar_0300	COSY_0300	Vsoy1_peg_325	Vsoy2_peg_529	17		Hypothetical protein
OG0000076	SP60_05580	MS2017_0345	HUE58_RS00530	Rmag_0232	Rpac_peg_355	Rpha_peg_1120	Rpli_peg_100	Rrec_peg_227	Rsou_peg_1038	Vdia_peg_762	Vext_peg_751	Vgig1_peg_706	Vgig2_peg_594	Vmar_0221	COSY_0223	Vsoy1_peg_246	Vsoy2_peg_451	17	argB	Acetylglutamate kinase (EC 2.7.2.8)
OG0000077	SP60_07910	MS2017_1017	HUE58_RS02565	Rmag_0551	Rpac_peg_1328	Rpha_peg_161	Rpli_peg_1164	Rrec_peg_1241	Rsou_peg_902	Vdia_peg_355	Vext_peg_345	Vgig1_peg_308	Vgig2_peg_195	Vmar_0625	COSY_0617	Vsoy1_peg_652	Vsoy2_peg_852	17		FIG028220: hypothetical protein co-occurring with HEAT repeat protein
OG0000078	SP60_06205	MS2017_0503	HUE58_RS00200	Rmag_0785	Rpac_peg_279	Rpha_peg_2052	Rpli_peg_369	Rrec_peg_301	Rsou_peg_1129	Vdia_peg_241	Vext_peg_236	Vgig1_peg_200	Vgig2_peg_90	Vmar_0729	COSY_0715	Vsoy1_peg_756	Vsoy2_peg_957	17	fmt	Methionyl-tRNA formyltransferase (EC 2.1.2.9)
OG0000079	SP60_04175	MS2017_0267	HUE58_RS05840	Rmag_0039	Rpac_peg_186	Rpha_peg_1072	Rpli_peg_1545	Rrec_peg_745	Rsou_peg_488	Vdia_peg_944	Vext_peg_932	Vgig1_peg_51	Vgig2_peg_917	Vmar_0042	COSY_0040	Vsoy1_peg_67	Vsoy2_peg_270	17	ccoN	Cytochrome c oxidase subunit CcoN (EC 1.9.3.1)
OG0000080	SP60_05585	MS2017_0346	HUE58_RS00535	Rmag_0233	Rpac_peg_356	Rpha_peg_1119	Rpli_peg_101	Rrec_peg_226	Rsou_peg_1039	Vdia_peg_761	Vext_peg_750	Vgig1_peg_705	Vgig2_peg_593	Vmar_0222	COSY_0224	Vsoy1_peg_247	Vsoy2_peg_452	17	pyrK/pyrDII	Dihydroorotate dehydrogenase electron transfer subunit (EC 1.3.3.1)
OG0000081	SP60_07915	MS2017_1018	HUE58_RS02560	Rmag_0550	Rpac_peg_1329	Rpha_peg_162	Rpli_peg_1165	Rrec_peg_1240	Rsou_peg_901	Vdia_peg_472	Vext_peg_459	Vgig1_peg_423	Vgig2_peg_308	Vmar_0511	COSY_0505	Vsoy1_peg_535	Vsoy2_peg_734	17	dapF	Diaminopimelate epimerase (EC 5.1.1.7)
OG0000082	SP60_06210	MS2017_0504	HUE58_RS00205	Rmag_0784	Rpac_peg_280	Rpha_peg_2053	Rpli_peg_368	Rrec_peg_300	Rsou_peg_1128	Vdia_peg_242	Vext_peg_237	Vgig1_peg_201	Vgig2_peg_91	Vmar_0728	COSY_0714	Vsoy1_peg_755	Vsoy2_peg_956	17	argH	Argininosuccinate lyase (EC 4.3.2.1)
OG0000083	SP60_04180	MS2017_0268	HUE58_RS05845	Rmag_0040	Rpac_peg_185	Rpha_peg_1073	Rpli_peg_1544	Rrec_peg_746	Rsou_peg_489	Vdia_peg_943	Vext_peg_931	Vgig1_peg_52	Vgig2_peg_916	Vmar_0043	COSY_0041	Vsoy1_peg_68	Vsoy2_peg_271	17	ccoO	Cytochrome c oxidase subunit CcoO (EC 1.9.3.1)
OG0000084	SP60_05590	MS2017_0347	HUE58_RS00540	Rmag_0234	Rpac_peg_357	Rpha_peg_1118	Rpli_peg_102_pseudo	Rrec_peg_225	Rsou_peg_1040	Vdia_peg_760	Vext_peg_749	Vgig1_peg_704	Vgig2_peg_592	Vmar_0223	COSY_0225	Vsoy1_peg_248	Vsoy2_peg_453	17	yggS	Pyridoxal phosphate homeostasis protein
OG0000085	SP60_07920	MS2017_1019	HUE58_RS02555	Rmag_0549	Rpac_peg_1330	Rpha_peg_163	Rpli_peg_1166	Rrec_peg_1239	Rsou_peg_900	Vdia_peg_473	Vext_peg_460	Vgig1_peg_424	Vgig2_peg_309	Vmar_0510	COSY_0504	Vsoy1_peg_534	Vsoy2_peg_733	17	apaH	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41)
OG0000086	SP60_06220	MS2017_0506	HUE58_RS00210	Rmag_0783	Rpac_peg_282	Rpha_peg_2056	Rpli_peg_366	Rrec_peg_299	Rsou_peg_1126	Vdia_peg_243	Vext_peg_238	Vgig1_peg_203	Vgig2_peg_93	Vmar_0727	COSY_0712	Vsoy1_peg_753	Vsoy2_peg_954	17	hemC	Porphobilinogen deaminase (EC 2.5.1.61)
OG0000087	SP60_07220	MS2017_0906	HUE58_RS03080	Rmag_0632	Rpac_peg_1223	Rpha_peg_38	Rpli_peg_508	Rrec_peg_1355	Rsou_peg_699	Vdia_peg_390	Vext_peg_378	Vgig1_peg_343	Vgig2_peg_228	Vmar_0591	COSY_0584	Vsoy1_peg_620	Vsoy2_peg_820	17	shmt/glyA	Serine hydroxymethyltransferase (EC 2.1.2.1)
OG0000088	SP60_07925	MS2017_1020	HUE58_RS02550	Rmag_0548	Rpac_peg_1331	Rpha_peg_164	Rpli_peg_1167	Rrec_peg_1238	Rsou_peg_899	Vdia_peg_474	Vext_peg_461	Vgig1_peg_425	Vgig2_peg_310	Vmar_0509	COSY_0503	Vsoy1_peg_533	Vsoy2_peg_732	17	apaG	ApaG protein
OG0000089	SP60_04185_pseudo	MS2017_0270	HUE58_RS05855	Rmag_0041	Rpac_peg_183	Rpha_peg_1075	Rpli_peg_1542	Rrec_peg_748	Rsou_peg_491	Vdia_peg_941	Vext_peg_929	Vgig1_peg_54	Vgig2_peg_914	Vmar_0045	COSY_0043	Vsoy1_peg_70	Vsoy2_peg_273	17	ccoP	Cytochrome c oxidase subunit CcoP (EC 1.9.3.1)
OG0000090	SP60_07930	MS2017_1021	HUE58_RS02545	Rmag_0547	Rpac_peg_1332	Rpha_peg_165	Rpli_peg_1168	Rrec_peg_1237	Rsou_peg_898	Vdia_peg_475	Vext_peg_462	Vgig1_peg_426	Vgig2_peg_311	Vmar_0508	COSY_0502	Vsoy1_peg_532	Vsoy2_peg_731	17	ksgA	SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase (EC 2.1.1.182)
OG0000091	SP60_07935	MS2017_1022	HUE58_RS02540	Rmag_0546	Rpac_peg_1333	Rpha_peg_166	Rpli_peg_1169	Rrec_peg_1236	Rsou_peg_897	Vdia_peg_476	Vext_peg_463	Vgig1_peg_427	Vgig2_peg_312	Vmar_0507	COSY_0501	Vsoy1_peg_531	Vsoy2_peg_730	17	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)
OG0000092	SP60_05605	MS2017_0351	HUE58_RS00565	Rmag_0235	Rpac_peg_360	Rpha_peg_1113	Rpli_peg_105	Rrec_peg_220	Rsou_peg_1047	Vdia_peg_758	Vext_peg_747	Vgig1_peg_702	Vgig2_peg_590	Vmar_0225	COSY_0227	Vsoy1_peg_250	Vsoy2_peg_455	17		FIG006388: Possible exported protein
OG0000093	SP60_06070	MS2017_0468	HUE58_RS00090	Rmag_0803	Rpac_peg_254	Rpha_peg_2012	Rpli_peg_403	Rrec_peg_328	Rsou_peg_1169	Vdia_peg_223	Vext_peg_218	Vgig1_peg_186	Vgig2_peg_76	Vmar_0742	COSY_0728	Vsoy1_peg_769	Vsoy2_peg_970	17	dnaE	DNA polymerase III alpha subunit (EC 2.7.7.7)
OG0000094	SP60_07940	MS2017_1025	HUE58_RS02535	Rmag_0545	Rpac_peg_1334	Rpha_peg_167	Rpli_peg_1170	Rrec_peg_1235	Rsou_peg_896	Vdia_peg_477	Vext_peg_464	Vgig1_peg_428	Vgig2_peg_313	Vmar_0506	COSY_0500	Vsoy1_peg_530	Vsoy2_peg_729	17		FIG01199357: hypothetical protein
OG0000095	SP60_06255	MS2017_0511	HUE58_RS00230	Rmag_0781	Rpac_peg_288	Rpha_peg_2064	Rpli_peg_362	Rrec_peg_293	Rsou_peg_1118	Vdia_peg_245	Vext_peg_240	Vgig1_peg_204	Vgig2_peg_94	Vmar_0726	COSY_0711	Vsoy1_peg_751	Vsoy2_peg_952	17	ftsY	Signal recognition particle receptor protein FtsY (=alpha subunit) (TC 3.A.5.1.1)
OG0000096	SP60_06970	MS2017_0694	HUE58_RS03350	Rmag_0677	Rpac_peg_1166	Rpha_peg_703	Rpli_peg_428	Rrec_peg_1423	Rsou_peg_163	Vdia_peg_341	Vext_peg_333	Vgig1_peg_294	Vgig2_peg_182	Vmar_0637	COSY_0629	Vsoy1_peg_664	Vsoy2_peg_864	17	trpD	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)
OG0000097	SP60_01980	MS2017_1768	HUE58_RS04505	Rmag_0883	Rpac_peg_663	Rpha_peg_1445	Rpli_peg_863	Rrec_peg_459	Rsou_peg_1988	Vdia_peg_146	Vext_peg_141	Vgig1_peg_830	Vgig2_peg_718	Vmar_0819	COSY_0809	Vsoy1_peg_848	Vsoy2_peg_65	17	glmS	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)
OG0000098	SP60_01985	MS2017_1771	HUE58_RS04515	Rmag_0885	Rpac_peg_665	Rpha_peg_1443	Rpli_peg_865	Rrec_peg_461	Rsou_peg_1990	Vdia_peg_144	Vext_peg_139	Vgig1_peg_832	Vgig2_peg_720	Vmar_0821	COSY_0811	Vsoy1_peg_850	Vsoy2_peg_67	17	galU	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
OG0000099	SP60_01990	MS2017_1772	HUE58_RS04510	Rmag_0884	Rpac_peg_664	Rpha_peg_1444	Rpli_peg_864	Rrec_peg_460	Rsou_peg_1989	Vdia_peg_145	Vext_peg_140	Vgig1_peg_831	Vgig2_peg_719	Vmar_0820	COSY_0810	Vsoy1_peg_849	Vsoy2_peg_66	17	pgi	Glucose-6-phosphate isomerase (EC 5.3.1.9)
OG0000100	SP60_06990	MS2017_0702	HUE58_RS03315	Rmag_0676	Rpac_peg_1169	Rpha_peg_725	Rpli_peg_451	Rrec_peg_1415	Rsou_peg_132	Vdia_peg_349	Vext_peg_340	Vgig1_peg_303	Vgig2_peg_190	Vmar_0630	COSY_0622	Vsoy1_peg_657	Vsoy2_peg_857	17	msbA	Lipid A export ATP-binding/permease protein MsbA
OG0000101	SP60_06995	MS2017_0703	HUE58_RS03310	Rmag_0674	Rpac_peg_1170	Rpha_peg_735	Rpli_peg_452	Rrec_peg_1414	Rsou_peg_131	Vdia_peg_350	Vext_peg_341	Vgig1_peg_304	Vgig2_peg_191	Vmar_0629	COSY_0621	Vsoy1_peg_656	Vsoy2_peg_856	17	pyrG	CTP synthase (EC 6.3.4.2)
OG0000102	SP60_00520	MS2017_0870	HUE58_RS01800	Rmag_0444	Rpac_peg_986	Rpha_peg_398	Rpli_peg_1309	Rrec_peg_1070	Rsou_peg_1406	Vdia_peg_565	Vext_peg_553	Vgig1_peg_522	Vgig2_peg_409	Vmar_0413	COSY_0410	Vsoy1_peg_437	Vsoy2_peg_636	17	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)
OG0000103	SP60_00030	MS2017_1097	HUE58_RS02300	Rmag_0514	Rpac_peg_1393	Rpha_peg_248	Rpli_peg_1209	Rrec_peg_1184	Rsou_peg_1831	Vdia_peg_502	Vext_peg_489	Vgig1_peg_456	Vgig2_peg_341	Vmar_0476	COSY_0472	Vsoy1_peg_502	Vsoy2_peg_701	17		Uncharacterized protein, believed to be involved in assembly of Fe-S clusters
OG0000104	SP60_05830	MS2017_0425	HUE58_RS00840	Rmag_0281	Rpac_peg_417	Rpha_peg_1787	Rpli_peg_163	Rrec_peg_162	Rsou_peg_278	Vdia_peg_718	Vext_peg_707	Vgig1_peg_663	Vgig2_peg_550	Vmar_0267	COSY_0267	Vsoy1_peg_291	Vsoy2_peg_496	17	glnK	Nitrogen regulatory protein P-II
OG0000105	SP60_01520	MS2017_1652	HUE58_RS00980	Rmag_0305	Rpac_peg_461	Rpha_peg_1727	Rpli_peg_203	Rrec_peg_132	Rsou_peg_1700	Vdia_peg_697	Vext_peg_686	Vgig1_peg_642	Vgig2_peg_529	Vmar_0287	COSY_0287	Vsoy1_peg_313	Vsoy2_peg_517	17	aroG	2-keto-3-deoxy-D-arabino-heptulosonate-7- phosphate synthase I alpha (EC 2.5.1.54)
OG0000106	SP60_00035	MS2017_1098	HUE58_RS02295	Rmag_0513	Rpac_peg_1394	Rpha_peg_249	Rpli_peg_1210	Rrec_peg_1183	Rsou_peg_1830	Vdia_peg_503	Vext_peg_490	Vgig1_peg_457	Vgig2_peg_342	Vmar_0475	COSY_0471	Vsoy1_peg_501	Vsoy2_peg_700	17	spoT	GTP pyrophosphokinase (EC 2.7.6.5) / Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase (EC 3.1.7.2)
OG0000107	SP60_01525	MS2017_1653	HUE58_RS00975	Rmag_0304	Rpac_peg_460	Rpha_peg_1728	Rpli_peg_202	Rrec_peg_133	Rsou_peg_1699	Vdia_peg_698	Vext_peg_687	Vgig1_peg_643	Vgig2_peg_530	Vmar_0286	COSY_0286	Vsoy1_peg_312	Vsoy2_peg_516	17	folE2	GTP cyclohydrolase I (EC 3.5.4.16) type 2
OG0000108	SP60_00040	MS2017_1099	HUE58_RS02290	Rmag_0512	Rpac_peg_1395	Rpha_peg_250	Rpli_peg_1211	Rrec_peg_1182	Rsou_peg_1829	Vdia_peg_504	Vext_peg_491	Vgig1_peg_458	Vgig2_peg_343	Vmar_0474	COSY_0470	Vsoy1_peg_500	Vsoy2_peg_699	17	comL	Competence lipoprotein comL precursor
OG0000109	SP60_05715	MS2017_0388	HUE58_RS00725	Rmag_0261	Rpac_peg_392	Rpha_peg_1881	Rpli_peg_133	Rrec_peg_187	Rsou_peg_1897	Vdia_peg_739	Vext_peg_728	Vgig1_peg_683	Vgig2_peg_571	Vmar_0245	COSY_0246	Vsoy1_peg_269	Vsoy2_peg_474	17	frr	Ribosome recycling factor
OG0000110	SP60_05845	MS2017_0427	HUE58_RS00860	Rmag_0284	Rpac_peg_425	Rpha_peg_1780	Rpli_peg_168	Rrec_peg_158	Rsou_peg_284	Vdia_peg_713	Vext_peg_702	Vgig1_peg_660	Vgig2_peg_547	Vmar_0270	COSY_0270	Vsoy1_peg_294	Vsoy2_peg_499	17	nasT	Response regulator NasT
