	SUP05	Bathy	R.magnifica	R.fausta	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.soyoae1	V.soyoae2	V.gigas1	V.gigas2	V.okutanii	V.marissinica
495	SP60_04575	MS2017_2049	Rmag_0085	HUE58_RS06180	Rpac_peg_106	Rpha_peg_2134	Rpli_peg_1460	Rrec_peg_815	Rsou_peg_1665	Vdia_peg_895	Vext_peg_884	Vsoy1_peg_112	Vsoy2_peg_316	Vgig1_peg_96	Vgig2_peg_873	COSY_0089	Vmar_0087
496	SP60_04580	MS2017_2048	Rmag_0086	HUE58_RS06185	Rpac_peg_105	Rpha_peg_2135	Rpli_peg_1459	Rrec_peg_816	Rsou_peg_1666	Vdia_peg_894	Vext_peg_883	Vsoy1_peg_113	Vsoy2_peg_317	Vgig1_peg_97	Vgig2_peg_872	COSY_0090	Vmar_0088
497	SP60_04585	MS2017_2047	Rmag_0087	HUE58_RS06190	Rpac_peg_104	Rpha_peg_2136	Rpli_peg_1458	Rrec_peg_817	Rsou_peg_1667	Vdia_peg_893	Vext_peg_882	Vsoy1_peg_114	Vsoy2_peg_318	Vgig1_peg_98	Vgig2_peg_871	COSY_0091	Vmar_0089
498	SP60_04590	MS2017_2046	Rmag_0088	HUE58_RS06195	Rpac_peg_103	Rpha_peg_2137	Rpli_peg_1457	Rrec_peg_818	Rsou_peg_1668	Vdia_peg_892	Vext_peg_881	Vsoy1_peg_115	Vsoy2_peg_319	Vgig1_peg_99	Vgig2_peg_870	COSY_0092	Vmar_0090
499	SP60_04595	MS2017_2045	Rmag_0089	HUE58_RS06200	Rpac_peg_102	Rpha_peg_2138	Rpli_peg_1456	Rrec_peg_819	Rsou_peg_1669	Vdia_peg_891	Vext_peg_880	Vsoy1_peg_116	Vsoy2_peg_320	Vgig1_peg_100	Vgig2_peg_869	COSY_0093	Vmar_0091
500	SP60_04600	MS2017_2044	Rmag_0090	HUE58_RS06205	Rpac_peg_101	Rpha_peg_2139	Rpli_peg_1455	Rrec_peg_820	Rsou_peg_1670	Vdia_peg_890	Vext_peg_879	Vsoy1_peg_117	Vsoy2_peg_321	Vgig1_peg_101	Vgig2_peg_868	COSY_0094	Vmar_0092
501	SP60_04605	MS2017_2043	Rmag_0091	HUE58_RS06210	Rpac_peg_100	Rpha_peg_2140	Rpli_peg_1454	Rrec_peg_821	Rsou_peg_1671	Vdia_peg_889	Vext_peg_878	Vsoy1_peg_118	Vsoy2_peg_322	Vgig1_peg_102	Vgig2_peg_867	COSY_0095	Vmar_0093
502	SP60_04625	MS2017_2038	Rmag_0094	HUE58_RS06230	Rpac_peg_96	Rpha_peg_2145	Rpli_peg_1450	Rrec_peg_825	Rsou_peg_1675	Vdia_peg_886	Vext_peg_875	Vsoy1_peg_122	Vsoy2_peg_326	Vgig1_peg_106	Vgig2_peg_863	COSY_0098	Vmar_0096
504	SP60_04645	MS2017_2008	Rmag_0097	HUE58_RS06275	Rpac_peg_86	Rpha_peg_2160	Rpli_peg_1437	Rrec_peg_835	Rsou_peg_1553	Vdia_peg_884	Vext_peg_873	Vsoy1_peg_124	Vsoy2_peg_328	Vgig1_peg_108	Vgig2_peg_861	COSY_0100	Vmar_0098
505	SP60_04650	MS2017_2007	Rmag_0098	HUE58_RS06280	Rpac_peg_85	Rpha_peg_2161	Rpli_peg_1436	Rrec_peg_836	Rsou_peg_1552	Vdia_peg_883	Vext_peg_872	Vsoy1_peg_125	Vsoy2_peg_329	Vgig1_peg_109	Vgig2_peg_860	COSY_0101	Vmar_0099
507	SP60_04660	MS2017_2004	Rmag_0099	HUE58_RS06290	Rpac_peg_84	Rpha_peg_2163	Rpli_peg_1434	Rrec_peg_837	Rsou_peg_1550	Vdia_peg_881	Vext_peg_870	Vsoy1_peg_127	Vsoy2_peg_331	Vgig1_peg_111	Vgig2_peg_858	COSY_0103	Vmar_0101
510	SP60_04690	MS2017_1993	Rmag_0101	HUE58_RS06315	Rpac_peg_76	Rpha_peg_1895	Rpli_peg_1431	Rrec_peg_843	Rsou_peg_1544	Vdia_peg_879	Vext_peg_868	Vsoy1_peg_129	Vsoy2_peg_333	Vgig1_peg_113	Vgig2_peg_1	COSY_0105	Vmar_0103
511	SP60_04700	MS2017_1990	Rmag_0103	HUE58_RS06330	Rpac_peg_72	Rpha_peg_1913	Rpli_peg_1428	Rrec_peg_847	Rsou_peg_1533	Vdia_peg_877	Vext_peg_866	Vsoy1_peg_132	Vsoy2_peg_336	Vgig1_peg_115	Vgig2_peg_3	COSY_0106	Vmar_0105
513	SP60_04710	MS2017_1980	Rmag_0105	HUE58_RS06340	Rpac_peg_70	Rpha_peg_1915	Rpli_peg_1426	Rrec_peg_849	Rsou_peg_1531	Vdia_peg_875	Vext_peg_864	Vsoy1_peg_134	Vsoy2_peg_338	Vgig1_peg_117	Vgig2_peg_5	COSY_0108	Vmar_0107
514	SP60_04715	MS2017_1979	Rmag_0106	HUE58_RS06345	Rpac_peg_69	Rpha_peg_1916	Rpli_peg_1425	Rrec_peg_850	Rsou_peg_1530	Vdia_peg_874	Vext_peg_863	Vsoy1_peg_135	Vsoy2_peg_339	Vgig1_peg_118	Vgig2_peg_6	COSY_0109	Vmar_0108
515	SP60_04720	MS2017_1978	Rmag_0107	HUE58_RS06350	Rpac_peg_68	Rpha_peg_1917	Rpli_peg_1424	Rrec_peg_851	Rsou_peg_1529	Vdia_peg_873	Vext_peg_862	Vsoy1_peg_136	Vsoy2_peg_340	Vgig1_peg_119	Vgig2_peg_7	COSY_0110	Vmar_0109
516	SP60_04725	MS2017_R037	Rmag_R0005	HUE58_RS06355	Rpac_rna_5	Rpha_rna_34	Rpli_rna_32	Rrec_rna_23	Rsou_rna_29	Vdia_rna_33	Vext_rna_34	Vsoy1_rna_6	Vsoy2_rna_17	Vgig1_rna_6	Vgig2_rna_1	COSY_R0005	Vmar_R0005
517	SP60_04730	MS2017_1975	Rmag_0108	HUE58_RS06360	Rpac_peg_67	Rpha_peg_1918	Rpli_peg_1423	Rrec_peg_852	Rsou_peg_1528	Vdia_peg_872	Vext_peg_861	Vsoy1_peg_138	Vsoy2_peg_342	Vgig1_peg_120	Vgig2_peg_8	COSY_0112	Vmar_0110
518	SP60_04735	MS2017_1974	Rmag_0109	HUE58_RS06365	Rpac_peg_66	Rpha_peg_1919	Rpli_peg_1422	Rrec_peg_853	Rsou_peg_1527	Vdia_peg_871	Vext_peg_860	Vsoy1_peg_139	Vsoy2_peg_343	Vgig1_peg_121	Vgig2_peg_9	COSY_0113	Vmar_0111
519	SP60_04740	MS2017_R036	Rmag_R0006	HUE58_RS06370	Rpac_rna_4	Rpha_rna_35	Rpli_rna_31	Rrec_rna_24	Rsou_rna_28	Vdia_rna_32	Vext_rna_33	Vsoy1_rna_7	Vsoy2_rna_18	Vgig1_rna_7	Vgig2_rna_2	COSY_R0006	Vmar_R0006
520	SP60_04745	MS2017_1970	Rmag_0111	HUE58_RS06380	Rpac_peg_64	Rpha_peg_1921	Rpli_peg_1420	Rrec_peg_855	Rsou_peg_1525	Vdia_peg_869	Vext_peg_858	Vsoy1_peg_140	Vsoy2_peg_345	Vgig1_peg_122	Vgig2_peg_11	COSY_0116	Vmar_0113
521	SP60_04750	MS2017_1969	Rmag_0112	HUE58_RS06385	Rpac_peg_63	Rpha_peg_1922	Rpli_peg_1419	Rrec_peg_856	Rsou_peg_1524	Vdia_peg_868	Vext_peg_857	Vsoy1_peg_141	Vsoy2_peg_346	Vgig1_peg_123	Vgig2_peg_12	COSY_0117	Vmar_0114
522	SP60_04755	MS2017_1968	Rmag_0113	HUE58_RS06390	Rpac_peg_62	Rpha_peg_1923	Rpli_peg_1418	Rrec_peg_857	Rsou_peg_1523	Vdia_peg_867	Vext_peg_856	Vsoy1_peg_142	Vsoy2_peg_347	Vgig1_peg_124	Vgig2_peg_13	COSY_0118	Vmar_0115
526	SP60_04775	MS2017_1963	Rmag_0116	HUE58_RS06405	Rpac_peg_57	Rpha_peg_1927	Rpli_peg_1414	Rrec_peg_863	Rsou_peg_1518	Vdia_peg_862	Vext_peg_851	Vsoy1_peg_145	Vsoy2_peg_350	Vgig1_peg_128	Vgig2_peg_17	COSY_0121	Vmar_0118
527	SP60_04780	MS2017_1962	Rmag_0117	HUE58_RS06410	Rpac_peg_56	Rpha_peg_1928	Rpli_peg_1413	Rrec_peg_864	Rsou_peg_1517	Vdia_peg_861	Vext_peg_850	Vsoy1_peg_146	Vsoy2_peg_351	Vgig1_peg_129	Vgig2_peg_18	COSY_0122	Vmar_0119
528	SP60_04785	MS2017_1961	Rmag_0118	HUE58_RS06415	Rpac_peg_55	Rpha_peg_1929	Rpli_peg_1412	Rrec_peg_865	Rsou_peg_1516	Vdia_peg_860	Vext_peg_849	Vsoy1_peg_147	Vsoy2_peg_352	Vgig1_peg_130	Vgig2_peg_19	COSY_0123	Vmar_0120
529	SP60_04830	MS2017_1959	Rmag_0121	HUE58_RS06430	Rpac_peg_53	Rpha_peg_1934	Rpli_peg_1407	Rrec_peg_868	Rsou_peg_1953	Vdia_peg_858	Vext_peg_847	Vsoy1_peg_149	Vsoy2_peg_354	Vgig1_peg_132	Vgig2_peg_21	COSY_0125	Vmar_0122
530	SP60_04840	MS2017_1953	Rmag_0123	HUE58_RS06440	Rpac_peg_51	Rpha_peg_1936	Rpli_peg_1405	Rrec_peg_870	Rsou_peg_1951	Vdia_peg_856	Vext_peg_845	Vsoy1_peg_151	Vsoy2_peg_356	Vgig1_peg_134	Vgig2_peg_23	COSY_0127	Vmar_0124
533	SP60_04875	MS2017_1949	Rmag_0126	HUE58_RS06460	Rpac_peg_47	Rpha_peg_1940	Rpli_peg_1400	Rrec_peg_874	Rsou_peg_1946	Vdia_peg_852	Vext_peg_841	Vsoy1_peg_155	Vsoy2_peg_360	Vgig1_peg_138	Vgig2_peg_27	COSY_0131	Vmar_0128
534	SP60_04885	MS2017_1947	Rmag_0127	HUE58_RS06475	Rpac_peg_45	Rpha_peg_1941	Rpli_peg_1398	Rrec_peg_876	Rsou_peg_1945	Vdia_peg_851	Vext_peg_840	Vsoy1_peg_156	Vsoy2_peg_361	Vgig1_peg_139	Vgig2_peg_28	COSY_0132	Vmar_0129
535	SP60_05030	MS2017_1941	Rmag_0132	HUE58_RS06515	Rpac_peg_42	Rpha_peg_1943	Rpli_peg_1396	Rrec_peg_883	Rsou_peg_1762	Vdia_peg_849	Vext_peg_838	Vsoy1_peg_158	Vsoy2_peg_363	Vgig1_peg_141	Vgig2_peg_30	COSY_0134	Vmar_0131
536	SP60_05035	MS2017_1938	Rmag_0133	HUE58_RS06520	Rpac_peg_41	Rpha_peg_1944	Rpli_peg_1395	Rrec_peg_884	Rsou_peg_1763	Vdia_peg_848	Vext_peg_837	Vsoy1_peg_159	Vsoy2_peg_364	Vgig1_peg_142	Vgig2_peg_31	COSY_0135	Vmar_0132
537	SP60_05040	MS2017_1937	Rmag_0134	HUE58_RS06525	Rpac_peg_40	Rpha_peg_1945	Rpli_peg_1394	Rrec_peg_885	Rsou_peg_1764	Vdia_peg_847	Vext_peg_836	Vsoy1_peg_160	Vsoy2_peg_365	Vgig1_peg_143	Vgig2_peg_32	COSY_0136	Vmar_0133
539	SP60_05050	MS2017_1935	Rmag_0136	HUE58_RS06535	Rpac_peg_38	Rpha_peg_1947	Rpli_peg_1392	Rrec_peg_887	Rsou_peg_1766	Vdia_peg_845	Vext_peg_834	Vsoy1_peg_162	Vsoy2_peg_367	Vgig1_peg_145	Vgig2_peg_34	COSY_0138	Vmar_0135
540	SP60_05055	MS2017_1934	Rmag_0137	HUE58_RS06540	Rpac_peg_37	Rpha_peg_1948	Rpli_peg_1391	Rrec_peg_888	Rsou_peg_1767	Vdia_peg_844	Vext_peg_833	Vsoy1_peg_163	Vsoy2_peg_368	Vgig1_peg_146	Vgig2_peg_35	COSY_0139	Vmar_0136
541	SP60_05060	MS2017_1933	Rmag_0138	HUE58_RS06545	Rpac_peg_36	Rpha_peg_1949	Rpli_peg_1390	Rrec_peg_889	Rsou_peg_1768	Vdia_peg_843	Vext_peg_832	Vsoy1_peg_164	Vsoy2_peg_369	Vgig1_peg_147	Vgig2_peg_36	COSY_0140	Vmar_0137
543	SP60_05070	MS2017_1927	Rmag_0139	HUE58_RS06570	Rpac_peg_33	Rpha_peg_1960	Rpli_peg_1376	Rrec_peg_894	Rsou_peg_936	Vdia_peg_841	Vext_peg_830	Vsoy1_peg_166	Vsoy2_peg_371	Vgig1_peg_149	Vgig2_peg_38	COSY_0142	Vmar_0139
545	SP60_05080	MS2017_1925	Rmag_0141	HUE58_RS06580	Rpac_peg_31	Rpha_peg_1962	Rpli_peg_1374	Rrec_peg_896	Rsou_peg_938	Vdia_peg_839	Vext_peg_828	Vsoy1_peg_168	Vsoy2_peg_373	Vgig1_peg_151	Vgig2_peg_40	COSY_0144	Vmar_0141
546	SP60_05085	MS2017_1924	Rmag_0142	HUE58_RS06585	Rpac_peg_30	Rpha_peg_1963	Rpli_peg_1373	Rrec_peg_897	Rsou_peg_939	Vdia_peg_838	Vext_peg_827	Vsoy1_peg_169	Vsoy2_peg_374	Vgig1_peg_152	Vgig2_peg_41	COSY_0145	Vmar_0142
547	SP60_05090	MS2017_1923	Rmag_0143	HUE58_RS06590	Rpac_peg_29	Rpha_peg_1964	Rpli_peg_1372	Rrec_peg_898	Rsou_peg_940	Vdia_peg_837	Vext_peg_826	Vsoy1_peg_170	Vsoy2_peg_375	Vgig1_peg_153	Vgig2_peg_42	COSY_0146	Vmar_0143
551	SP60_05110	MS2017_1883	Rmag_0144	HUE58_RS06600	Rpac_peg_25	Rpha_peg_1969	Rpli_peg_1369	Rrec_peg_901	Rsou_peg_946	Vdia_peg_835	Vext_peg_824	Vsoy1_peg_172	Vsoy2_peg_377	Vgig1_peg_155	Vgig2_peg_44	COSY_0148	Vmar_0145
553	SP60_05120	MS2017_1881	Rmag_0146	HUE58_RS06610	Rpac_peg_23	Rpha_peg_1971	Rpli_peg_1367	Rrec_peg_903	Rsou_peg_948	Vdia_peg_833	Vext_peg_822	Vsoy1_peg_174	Vsoy2_peg_379	Vgig1_peg_157	Vgig2_peg_46	COSY_0150	Vmar_0147
554	SP60_05125	MS2017_1878	Rmag_0147	HUE58_RS06615	Rpac_peg_18	Rpha_peg_1975	Rpli_peg_1364	Rrec_peg_904	Rsou_peg_949	Vdia_peg_832	Vext_peg_821	Vsoy1_peg_175	Vsoy2_peg_380	Vgig1_peg_158	Vgig2_peg_47	COSY_0151	Vmar_0149
558	SP60_05165	MS2017_R034	Rmag_R0007	HUE58_RS06645	Rpac_rna_3	Rpha_rna_36	Rpli_rna_30	Rrec_rna_25	Rsou_rna_19	Vdia_rna_31	Vext_rna_32	Vsoy1_rna_8	Vsoy2_rna_19	Vgig1_rna_8	Vgig2_rna_3	COSY_R0007	Vmar_R0007
559	SP60_05170	MS2017_R033	Rmag_R0008	HUE58_RS06650	Rpac_rna_2	Rpha_rna_37	Rpli_rna_29	Rrec_rna_26	Rsou_rna_20	Vdia_rna_30	Vext_rna_31	Vsoy1_rna_9	Vsoy2_rna_20	Vgig1_rna_9	Vgig2_rna_4	COSY_R0008	Vmar_R0008
561	SP60_05180	MS2017_R032	Rmag_R0009	HUE58_RS06660	Rpac_rna_1	Rpha_rna_38	Rpli_rna_28	Rrec_rna_27	Rsou_rna_21	Vdia_rna_29	Vext_rna_30	Vsoy1_rna_10	Vsoy2_rna_21	Vgig1_rna_10	Vgig2_rna_5	COSY_R0009	Vmar_R0009
562	SP60_05185	MS2017_1871	Rmag_0153	HUE58_RS06665	Rpac_peg_12	Rpha_peg_1983	Rpli_peg_1356	Rrec_peg_913	Rsou_peg_956	Vdia_peg_827	Vext_peg_816	Vsoy1_peg_180	Vsoy2_peg_385	Vgig1_peg_163	Vgig2_peg_52	COSY_0159	Vmar_0154
563	SP60_05195	MS2017_1861	Rmag_0156	HUE58_RS06675	Rpac_peg_9	Rpha_peg_1988	Rpli_peg_1352	Rrec_peg_917	Rsou_peg_961	Vdia_peg_824	Vext_peg_813	Vsoy1_peg_182	Vsoy2_peg_387	Vgig1_peg_165	Vgig2_peg_55	COSY_0161	Vmar_0157
565	SP60_05215	MS2017_1856	Rmag_0160	HUE58_RS06695	Rpac_peg_5	Rpha_peg_1993	Rpli_peg_1342	Rrec_peg_921	Rsou_peg_1964	Vdia_peg_821	Vext_peg_810	Vsoy1_peg_185	Vsoy2_peg_390	Vgig1_peg_168	Vgig2_peg_58	COSY_0164	Vmar_0160
567	SP60_05240	MS2017_1851	Rmag_0165	HUE58_RS03980	Rpac_peg_1025	Rpha_peg_1581	Rpli_peg_65	Rrec_peg_926	Rsou_peg_1249	Vdia_peg_816	Vext_peg_805	Vsoy1_peg_190	Vsoy2_peg_395	Vgig1_peg_763	Vgig2_peg_652	COSY_0169	Vmar_0165
568	SP60_05245	MS2017_1850	Rmag_0166	HUE58_RS03975	Rpac_peg_1026	Rpha_peg_1582	Rpli_peg_64	Rrec_peg_927	Rsou_peg_1248	Vdia_peg_815	Vext_peg_804	Vsoy1_peg_191	Vsoy2_peg_396	Vgig1_peg_762	Vgig2_peg_651	COSY_0170	Vmar_0166
569	SP60_05250	MS2017_1849	Rmag_0167	HUE58_RS03970	Rpac_peg_1027	Rpha_peg_1583	Rpli_peg_63	Rrec_peg_928	Rsou_peg_1247	Vdia_peg_814	Vext_peg_803	Vsoy1_peg_192	Vsoy2_peg_397	Vgig1_peg_761	Vgig2_peg_650	COSY_0171	Vmar_0167
570	SP60_05255	MS2017_1848	Rmag_0168	HUE58_RS03965	Rpac_peg_1028	Rpha_peg_1584	Rpli_peg_62	Rrec_peg_929	Rsou_peg_1246	Vdia_peg_813	Vext_peg_802	Vsoy1_peg_193	Vsoy2_peg_398	Vgig1_peg_760	Vgig2_peg_649	COSY_0172	Vmar_0168
571	SP60_05260	MS2017_1847	Rmag_0169	HUE58_RS03960	Rpac_peg_1029	Rpha_peg_1585	Rpli_peg_61	Rrec_peg_930	Rsou_peg_1245	Vdia_peg_812	Vext_peg_801	Vsoy1_peg_194	Vsoy2_peg_399	Vgig1_peg_759	Vgig2_peg_648	COSY_0173	Vmar_0169
572	SP60_05265	MS2017_1846	Rmag_0170	HUE58_RS03955	Rpac_peg_1030	Rpha_peg_1586	Rpli_peg_60	Rrec_peg_931	Rsou_peg_1244	Vdia_peg_811	Vext_peg_800	Vsoy1_peg_195	Vsoy2_peg_400	Vgig1_peg_758	Vgig2_peg_647	COSY_0174	Vmar_0170
573	SP60_05275	MS2017_1844	Rmag_0172	HUE58_RS03945	Rpac_peg_1032	Rpha_peg_1588	Rpli_peg_58	Rrec_peg_933	Rsou_peg_1242	Vdia_peg_809	Vext_peg_798	Vsoy1_peg_197	Vsoy2_peg_402	Vgig1_peg_756	Vgig2_peg_645	COSY_0176	Vmar_0172
574	SP60_05280	MS2017_1843	Rmag_0173	HUE58_RS03940	Rpac_peg_1033	Rpha_peg_1589	Rpli_peg_57	Rrec_peg_934	Rsou_peg_1241	Vdia_peg_808	Vext_peg_797	Vsoy1_peg_198	Vsoy2_peg_403	Vgig1_peg_755	Vgig2_peg_644	COSY_0177	Vmar_0173
575	SP60_05285	MS2017_1842	Rmag_0174	HUE58_RS03935	Rpac_peg_1034	Rpha_peg_1590	Rpli_peg_56	Rrec_peg_935	Rsou_peg_1240	Vdia_peg_807	Vext_peg_796	Vsoy1_peg_199	Vsoy2_peg_404	Vgig1_peg_754	Vgig2_peg_643	COSY_0178	Vmar_0174
576	SP60_05290	MS2017_1841	Rmag_0175	HUE58_RS03930	Rpac_peg_1035	Rpha_peg_1591	Rpli_peg_55	Rrec_peg_936	Rsou_peg_1239	Vdia_peg_806	Vext_peg_795	Vsoy1_peg_200	Vsoy2_peg_405	Vgig1_peg_753	Vgig2_peg_642	COSY_0179	Vmar_0175
577	SP60_05295	MS2017_1840	Rmag_0176	HUE58_RS03925	Rpac_peg_1036	Rpha_peg_1592	Rpli_peg_54	Rrec_peg_937	Rsou_peg_1238	Vdia_peg_805	Vext_peg_794	Vsoy1_peg_201	Vsoy2_peg_406	Vgig1_peg_752	Vgig2_peg_641	COSY_0180	Vmar_0176
578	SP60_05300	MS2017_1839	Rmag_0177	HUE58_RS03920	Rpac_peg_1037	Rpha_peg_1593	Rpli_peg_53	Rrec_peg_938	Rsou_peg_1237	Vdia_peg_804	Vext_peg_793	Vsoy1_peg_202	Vsoy2_peg_407	Vgig1_peg_751	Vgig2_peg_640	COSY_0181	Vmar_0177
579	SP60_05305	MS2017_1838	Rmag_0178	HUE58_RS03915	Rpac_peg_1038	Rpha_peg_1594	Rpli_peg_52	Rrec_peg_939	Rsou_peg_1236	Vdia_peg_803	Vext_peg_792	Vsoy1_peg_203	Vsoy2_peg_408	Vgig1_peg_750	Vgig2_peg_639	COSY_0182	Vmar_0178
580	SP60_05310	MS2017_1837	Rmag_0179	HUE58_RS03910	Rpac_peg_1039	Rpha_peg_1595	Rpli_peg_51	Rrec_peg_940	Rsou_peg_1235	Vdia_peg_802	Vext_peg_791	Vsoy1_peg_204	Vsoy2_peg_409	Vgig1_peg_749	Vgig2_peg_638	COSY_0183	Vmar_0179
581	SP60_05315	MS2017_1836	Rmag_0180	HUE58_RS03905	Rpac_peg_1040	Rpha_peg_1596	Rpli_peg_50	Rrec_peg_941	Rsou_peg_1234	Vdia_peg_801	Vext_peg_790	Vsoy1_peg_205	Vsoy2_peg_410	Vgig1_peg_748	Vgig2_peg_637	COSY_0184	Vmar_0180
582	SP60_05320	MS2017_1835	Rmag_0181	HUE58_RS03900	Rpac_peg_1041	Rpha_peg_1597	Rpli_peg_49	Rrec_peg_942	Rsou_peg_1233	Vdia_peg_800	Vext_peg_789	Vsoy1_peg_206	Vsoy2_peg_411	Vgig1_peg_747	Vgig2_peg_636	COSY_0185	Vmar_0181
583	SP60_05325	MS2017_1834	Rmag_0182	HUE58_RS03895	Rpac_peg_1042	Rpha_peg_1598	Rpli_peg_48	Rrec_peg_943	Rsou_peg_1232	Vdia_peg_799	Vext_peg_788	Vsoy1_peg_207	Vsoy2_peg_412	Vgig1_peg_746	Vgig2_peg_635	COSY_0186	Vmar_0182
585	SP60_05335	MS2017_1832	Rmag_0184	HUE58_RS03885	Rpac_peg_1044	Rpha_peg_1600	Rpli_peg_46	Rrec_peg_945	Rsou_peg_1230	Vdia_peg_797	Vext_peg_786	Vsoy1_peg_209	Vsoy2_peg_414	Vgig1_peg_744	Vgig2_peg_633	COSY_0188	Vmar_0184
586	SP60_05340	MS2017_1831	Rmag_0185	HUE58_RS03880	Rpac_peg_1045	Rpha_peg_1601	Rpli_peg_45	Rrec_peg_946	Rsou_peg_1229	Vdia_peg_796	Vext_peg_785	Vsoy1_peg_210	Vsoy2_peg_415	Vgig1_peg_743	Vgig2_peg_632	COSY_0189	Vmar_0185
587	SP60_05350	MS2017_1829	Rmag_0187	HUE58_RS03870	Rpac_peg_1047	Rpha_peg_1603	Rpli_peg_43	Rrec_peg_948	Rsou_peg_1227	Vdia_peg_794	Vext_peg_783	Vsoy1_peg_212	Vsoy2_peg_417	Vgig1_peg_741	Vgig2_peg_630	COSY_0191	Vmar_0187
588	SP60_05355	MS2017_1828	Rmag_0188	HUE58_RS03865	Rpac_peg_1048	Rpha_peg_1604	Rpli_peg_42	Rrec_peg_949	Rsou_peg_1226	Vdia_peg_793	Vext_peg_782	Vsoy1_peg_213	Vsoy2_peg_418	Vgig1_peg_740	Vgig2_peg_629	COSY_0192	Vmar_0188
589	SP60_05360	MS2017_1827	Rmag_0189	HUE58_RS03860	Rpac_peg_1049	Rpha_peg_1605	Rpli_peg_41	Rrec_peg_950	Rsou_peg_1225	Vdia_peg_792	Vext_peg_781	Vsoy1_peg_214	Vsoy2_peg_419	Vgig1_peg_739	Vgig2_peg_628	COSY_0193	Vmar_0189
590	SP60_05365	MS2017_1826	Rmag_0190	HUE58_RS03855	Rpac_peg_1050	Rpha_peg_1606	Rpli_peg_40	Rrec_peg_951	Rsou_peg_1224	Vdia_peg_791	Vext_peg_780	Vsoy1_peg_215	Vsoy2_peg_420	Vgig1_peg_738	Vgig2_peg_627	COSY_0194	Vmar_0190
591	SP60_05370	MS2017_1825	Rmag_0191	HUE58_RS03850	Rpac_peg_1051	Rpha_peg_1607	Rpli_peg_39	Rrec_peg_952	Rsou_peg_1223	Vdia_peg_790	Vext_peg_779	Vsoy1_peg_216	Vsoy2_peg_421	Vgig1_peg_737	Vgig2_peg_626	COSY_0195	Vmar_0191
592	SP60_05375	MS2017_1824	Rmag_0192	HUE58_RS03845	Rpac_peg_1052	Rpha_peg_1608	Rpli_peg_38	Rrec_peg_953	Rsou_peg_1222	Vdia_peg_789	Vext_peg_778	Vsoy1_peg_217	Vsoy2_peg_422	Vgig1_peg_736	Vgig2_peg_625	COSY_0196	Vmar_0192
594	SP60_05410	MS2017_1818	Rmag_0197	HUE58_RS03805	Rpac_peg_1062	Rpha_peg_1157	Rpli_peg_26	Rrec_peg_966	Rsou_peg_1209	Vdia_peg_788	Vext_peg_777	Vsoy1_peg_219	Vsoy2_peg_424	Vgig1_peg_735	Vgig2_peg_622	COSY_0197	Vmar_0193
595	SP60_05415	MS2017_1812	Rmag_0199	HUE58_RS03790	Rpac_peg_1064	Rpha_peg_4	Rpli_peg_23	Rrec_peg_969	Rsou_peg_1198	Vdia_peg_787	Vext_peg_776	Vsoy1_peg_220	Vsoy2_peg_425	Vgig1_peg_734	Vgig2_peg_621	COSY_0198	Vmar_0194
596	SP60_05420	MS2017_1811	Rmag_0200	HUE58_RS03785	Rpac_peg_1065	Rpha_peg_5	Rpli_peg_22	Rrec_peg_970	Rsou_peg_1199	Vdia_peg_786	Vext_peg_775	Vsoy1_peg_221	Vsoy2_peg_426	Vgig1_peg_733	Vgig2_peg_620	COSY_0199	Vmar_0195
597	SP60_05425	MS2017_1810	Rmag_0201	HUE58_RS03780	Rpac_peg_1066	Rpha_peg_6	Rpli_peg_21	Rrec_peg_971	Rsou_peg_1200	Vdia_peg_785	Vext_peg_774	Vsoy1_peg_222	Vsoy2_peg_427	Vgig1_peg_732	Vgig2_peg_619	COSY_0200	Vmar_0196
598	SP60_05430	MS2017_1809	Rmag_0203	HUE58_RS03775	Rpac_peg_1068	Rpha_peg_8	Rpli_peg_19	Rrec_peg_973	Rsou_peg_1202	Vdia_peg_784	Vext_peg_773	Vsoy1_peg_223	Vsoy2_peg_428	Vgig1_peg_731	Vgig2_peg_618	COSY_0201	Vmar_0197
599	SP60_05435	MS2017_1808	Rmag_0204	HUE58_RS03770	Rpac_peg_1069	Rpha_peg_9	Rpli_peg_18	Rrec_peg_974	Rsou_peg_1203	Vdia_peg_783	Vext_peg_772	Vsoy1_peg_224	Vsoy2_peg_429	Vgig1_peg_730	Vgig2_peg_617	COSY_0202	Vmar_0198
600	SP60_05440	MS2017_1807	Rmag_0205	HUE58_RS03765	Rpac_peg_1070	Rpha_peg_10	Rpli_peg_17	Rrec_peg_975	Rsou_peg_1204	Vdia_peg_782	Vext_peg_771	Vsoy1_peg_225	Vsoy2_peg_430	Vgig1_peg_729	Vgig2_peg_616	COSY_0203	Vmar_0199
601	SP60_05445	MS2017_1806	Rmag_0206	HUE58_RS03760	Rpac_peg_1071	Rpha_peg_11	Rpli_peg_16	Rrec_peg_976	Rsou_peg_1205	Vdia_peg_781	Vext_peg_770	Vsoy1_peg_226	Vsoy2_peg_431	Vgig1_peg_728	Vgig2_peg_615	COSY_0204	Vmar_0200
