SUP05	Bathy	R.magnifica	R.fausta	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.soyoae1	V.soyoae2	V.gigas1	V.gigas2	V.okutanii	V.marissinica	Bathysepcomplete_AP013042	Bathyther_MIQH01	Bathyazo_CAESAP02	Sponge_JYIN01	ThioNP1complete_CP023860	ThiosingularisPS1complete_CP006911	Thioautotrophicus_DQLA01	Thioperditus_PNQY01	Thiopontius_JACNGB01
SP60_05795	MS2017_0404	Rmag_0275	HUE58_RS00805	Rpac_peg_407	Rpha_peg_1865	Rpli_peg_150	Rrec_peg_172	Rsou_peg_1880	Vdia_peg_724	Vext_peg_713	Vsoy1_peg_285	Vsoy2_peg_490	Vgig1_peg_669	Vgig2_peg_556	COSY_0261	Vmar_0261	BSEPE_0398	BGC33_14180	AZO1586R_1167	Gsub_0356	CRN91_08010	W908_02090	EYG05_02675	Tper_0267	H8D41_05280
SP60_05810	MS2017_0421	Rmag_0278	HUE58_RS00825	Rpac_peg_414	Rpha_peg_1790	Rpli_peg_159	Rrec_peg_165	Rsou_peg_275	Vdia_peg_721	Vext_peg_710	Vsoy1_peg_288	Vsoy2_peg_493	Vgig1_peg_666	Vgig2_peg_553	COSY_0264	Vmar_0264	BSEPE_0401	BGC33_09330	AZO1586R_365	Gsub_0359	CRN91_08005	W908_02095	EYG05_02660	Tper_0264	H8D41_05295
SP60_05845	MS2017_0427	Rmag_0284	HUE58_RS00860	Rpac_peg_425	Rpha_peg_1780	Rpli_peg_168	Rrec_peg_158	Rsou_peg_284	Vdia_peg_713	Vext_peg_702	Vsoy1_peg_294	Vsoy2_peg_499	Vgig1_peg_660	Vgig2_peg_547	COSY_0270	Vmar_0270	BSEPE_0406	BGC33_09305	AZO1586R_2424	Gsub_1399	CRN91_07990	W908_02120	EYG05_05925	Tper_0257	H8D41_05330
SP60_05870	MS2017_0432	Rmag_0289	HUE58_RS00885	Rpac_peg_430	Rpha_peg_1775	Rpli_peg_173	Rrec_peg_153	Rsou_peg_289	Vdia_peg_708	Vext_peg_697	Vsoy1_peg_299	Vsoy2_peg_504	Vgig1_peg_655	Vgig2_peg_542	COSY_0275	Vmar_0275	BSEPE_0411	BGC33_09280	AZO1586R_2514	Gsub_1393	CRN91_07980	W908_02130	EYG05_05950	Tper_0252	H8D41_05355
SP60_05885	MS2017_0435	Rmag_0292	HUE58_RS00915	Rpac_peg_443	Rpha_peg_1751	Rpli_peg_186	Rrec_peg_146	Rsou_peg_1926	Vdia_peg_705	Vext_peg_694	Vsoy1_peg_302	Vsoy2_peg_507	Vgig1_peg_651	Vgig2_peg_538	COSY_0278	Vmar_0278	BSEPE_0418	BGC33_10075	AZO1586R_2372	Gsub_0074	CRN91_07975	W908_02135	EYG05_06325	Tper_0249	H8D41_05370
SP60_05890	MS2017_0436	Rmag_0293	HUE58_RS00920	Rpac_peg_444	Rpha_peg_1750	Rpli_peg_187	Rrec_peg_145	Rsou_peg_1925	Vdia_peg_704	Vext_peg_693	Vsoy1_peg_303	Vsoy2_peg_508	Vgig1_peg_650	Vgig2_peg_537	COSY_0279	Vmar_0279	BSEPE_0419	BGC33_10070	AZO1586R_2373	Gsub_0075	CRN91_07970	W908_02140	EYG05_06330	Tper_0248	H8D41_05375
SP60_05895	MS2017_0438	Rmag_0294	HUE58_RS00925	Rpac_peg_445	Rpha_peg_1749	Rpli_peg_188	Rrec_peg_144	Rsou_peg_1924	Vdia_peg_703	Vext_peg_692	Vsoy1_peg_304	Vsoy2_peg_509	Vgig1_peg_649	Vgig2_peg_536	COSY_0280	Vmar_0280	BSEPE_0420	BGC33_10065	AZO1586R_1083	Gsub_0076	CRN91_07965	W908_02145	EYG05_06335	Tper_0247	H8D41_05380
SP60_05900	MS2017_0439	Rmag_0295	HUE58_RS00930	Rpac_peg_446	Rpha_peg_1748	Rpli_peg_189	Rrec_peg_143	Rsou_peg_1923	Vdia_peg_702	Vext_peg_691	Vsoy1_peg_305	Vsoy2_peg_510	Vgig1_peg_648	Vgig2_peg_535	COSY_0281	Vmar_0281	BSEPE_0421	BGC33_10060	AZO1586R_1084	Gsub_0077	CRN91_07960	W908_02150	EYG05_06340	Tper_0246	H8D41_05385
SP60_06005	MS2017_0450	Rmag_0816	HUE58_RS00025	Rpac_peg_239	Rpha_peg_1999	Rpli_peg_416	Rrec_peg_341	Rsou_peg_1182	Vdia_peg_210	Vext_peg_205	Vsoy1_peg_782	Vsoy2_peg_983	Vgig1_peg_173	Vgig2_peg_63	COSY_0741	Vmar_0755	BSEPE_0433	BGC33_10335	AZO1586R_925	Gsub_0763	CRN91_07870	W908_02240	EYG05_00050	Tper_1252	H8D41_03390
SP60_06010	MS2017_0451	Rmag_0815	HUE58_RS00030	Rpac_peg_240	Rpha_peg_2000	Rpli_peg_415	Rrec_peg_340	Rsou_peg_1181	Vdia_peg_211	Vext_peg_206	Vsoy1_peg_781	Vsoy2_peg_982	Vgig1_peg_174	Vgig2_peg_64	COSY_0740	Vmar_0754	BSEPE_0434	BGC33_10340	AZO1586R_924	Gsub_0762	CRN91_07865	W908_02245	EYG05_00055	Tper_1253	H8D41_03385
SP60_06015	MS2017_0452	Rmag_0814	HUE58_RS00035	Rpac_peg_241	Rpha_peg_2001	Rpli_peg_414	Rrec_peg_339	Rsou_peg_1180	Vdia_peg_212	Vext_peg_207	Vsoy1_peg_780	Vsoy2_peg_981	Vgig1_peg_175	Vgig2_peg_65	COSY_0739	Vmar_0753	BSEPE_0435	BGC33_10345	AZO1586R_923	Gsub_0761	CRN91_07860	W908_02250	EYG05_00060	Tper_1254	H8D41_03380
SP60_06020	MS2017_0453	Rmag_0813	HUE58_RS00040	Rpac_peg_243	Rpha_peg_2002	Rpli_peg_413	Rrec_peg_338	Rsou_peg_1179	Vdia_peg_213	Vext_peg_208	Vsoy1_peg_779	Vsoy2_peg_980	Vgig1_peg_176	Vgig2_peg_66	COSY_0738	Vmar_0752	BSEPE_0436	BGC33_10350	AZO1586R_922	Gsub_0760	CRN91_07855	W908_02255	EYG05_00065	Tper_1255	H8D41_03375
SP60_06025	MS2017_0454	Rmag_0812	HUE58_RS00045	Rpac_peg_244	Rpha_peg_2003	Rpli_peg_412	Rrec_peg_337	Rsou_peg_1178	Vdia_peg_214	Vext_peg_209	Vsoy1_peg_778	Vsoy2_peg_979	Vgig1_peg_177	Vgig2_peg_67	COSY_0737	Vmar_0751	BSEPE_0437	BGC33_10355	AZO1586R_921	Gsub_0759	CRN91_07850	W908_02260	EYG05_00070	Tper_1256	H8D41_03370
SP60_06030	MS2017_0455	Rmag_0811	HUE58_RS00050	Rpac_peg_245	Rpha_peg_2004	Rpli_peg_411	Rrec_peg_336	Rsou_peg_1177	Vdia_peg_215	Vext_peg_210	Vsoy1_peg_777	Vsoy2_peg_978	Vgig1_peg_178	Vgig2_peg_68	COSY_0736	Vmar_0750	BSEPE_0438	BGC33_10360	AZO1586R_920	Gsub_0758	CRN91_07845	W908_02265	EYG05_00075	Tper_1257	H8D41_03365
SP60_06035	MS2017_0456	Rmag_0810	HUE58_RS00055	Rpac_peg_246	Rpha_peg_2005	Rpli_peg_410	Rrec_peg_335	Rsou_peg_1176	Vdia_peg_216	Vext_peg_211	Vsoy1_peg_776	Vsoy2_peg_977	Vgig1_peg_179	Vgig2_peg_69	COSY_0735	Vmar_0749	BSEPE_0439	BGC33_10365	AZO1586R_919	Gsub_0757	CRN91_07840	W908_02270	EYG05_00080	Tper_1258	H8D41_03360
SP60_06070	MS2017_0468	Rmag_0803	HUE58_RS00090	Rpac_peg_254	Rpha_peg_2012	Rpli_peg_403	Rrec_peg_328	Rsou_peg_1169	Vdia_peg_223	Vext_peg_218	Vsoy1_peg_769	Vsoy2_peg_970	Vgig1_peg_186	Vgig2_peg_76	COSY_0728	Vmar_0742	BSEPE_0446	BGC33_09155	AZO1586R_44	Gsub_0118	CRN91_07830	W908_02280	EYG05_00115	Tper_0196	H8D41_03325
SP60_06085	MS2017_0475	Rmag_0800	HUE58_RS00105	Rpac_peg_258	Rpha_peg_2019	Rpli_peg_396	Rrec_peg_325	Rsou_peg_1162	Vdia_peg_225	Vext_peg_220	Vsoy1_peg_767	Vsoy2_peg_968	Vgig1_peg_188	Vgig2_peg_78	COSY_0726	Vmar_0740	BSEPE_0449	BGC33_09185	AZO1586R_48	Gsub_1152	CRN91_07820	W908_02290	EYG05_00130	Tper_0199	H8D41_03310
SP60_06140	MS2017_0490	Rmag_0793	HUE58_RS00145	Rpac_peg_267	Rpha_peg_2031	Rpli_peg_385	Rrec_peg_314	Rsou_peg_1150	Vdia_peg_237	Vext_peg_232	Vsoy1_peg_760	Vsoy2_peg_961	Vgig1_peg_196	Vgig2_peg_86	COSY_0719	Vmar_0733	BSEPE_0579	BGC33_08335	AZO1586R_272	Gsub_1129	CRN91_07780	W908_02330	EYG05_08075	Tper_0209	H8D41_03255
SP60_06210	MS2017_0504	Rmag_0784	HUE58_RS00205	Rpac_peg_280	Rpha_peg_2053	Rpli_peg_368	Rrec_peg_300	Rsou_peg_1128	Vdia_peg_242	Vext_peg_237	Vsoy1_peg_755	Vsoy2_peg_956	Vgig1_peg_201	Vgig2_peg_91	COSY_0714	Vmar_0728	BSEPE_1149	BGC33_13030	AZO1586R_2061	Gsub_1332	CRN91_07730	W908_02395	EYG05_06455	Tper_0218	H8D41_04290
SP60_06220	MS2017_0506	Rmag_0783	HUE58_RS00210	Rpac_peg_282	Rpha_peg_2056	Rpli_peg_366	Rrec_peg_299	Rsou_peg_1126	Vdia_peg_243	Vext_peg_238	Vsoy1_peg_753	Vsoy2_peg_954	Vgig1_peg_203	Vgig2_peg_93	COSY_0712	Vmar_0727	BSEPE_1147	BGC33_13040	AZO1586R_2063	Gsub_1330	CRN91_07725	W908_02400	EYG05_06465	Tper_0221	H8D41_04280
SP60_06340	MS2017_0551	Rmag_0769	HUE58_RS00285	Rpac_peg_299	Rpha_peg_2082	Rpli_peg_344	Rrec_peg_279	Rsou_peg_1099	Vdia_peg_250	Vext_peg_245	Vsoy1_peg_746	Vsoy2_peg_946	Vgig1_peg_210	Vgig2_peg_99	COSY_0706	Vmar_0721	BSEPE_1127	BGC33_07340	AZO1586R_1970	Gsub_0788	CRN91_07670	W908_02455	EYG05_05190	Tper_1226	H8D41_02945
SP60_06370	MS2017_0573	Rmag_0763	HUE58_RS00345	Rpac_peg_313	Rpha_peg_2110	Rpli_peg_330	Rrec_peg_265	Rsou_peg_1081	Vdia_peg_256	Vext_peg_251	Vsoy1_peg_742	Vsoy2_peg_942	Vgig1_peg_215	Vgig2_peg_103	COSY_0702	Vmar_0716	BSEPE_1117	BGC33_13680	AZO1586R_752	Gsub_1123	CRN91_07580	W908_02555	EYG05_05160	Tper_1220	H8D41_02975
SP60_06390	MS2017_0577	Rmag_0759	HUE58_RS00385	Rpac_peg_320	Rpha_peg_2115	Rpli_peg_325	Rrec_peg_256	Rsou_peg_1077	Vdia_peg_261	Vext_peg_256	Vsoy1_peg_740	Vsoy2_peg_940	Vgig1_peg_220	Vgig2_peg_108	COSY_0701	Vmar_0714	BSEPE_1113	BGC33_13660	AZO1586R_756	Gsub_0400	CRN91_07560	W908_02575	EYG05_05140	Tper_1216	H8D41_02995
SP60_06395	MS2017_0578	Rmag_0758	HUE58_RS00390	Rpac_peg_321	Rpha_peg_2116	Rpli_peg_324	Rrec_peg_255	Rsou_peg_1076	Vdia_peg_262	Vext_peg_257	Vsoy1_peg_739	Vsoy2_peg_939	Vgig1_peg_221	Vgig2_peg_109	COSY_0700	Vmar_0713	BSEPE_1112	BGC33_13655	AZO1586R_757	Gsub_0401	CRN91_07555	W908_02580	EYG05_05135	Tper_1215	H8D41_03000
SP60_06400	MS2017_0579	Rmag_0757	HUE58_RS00395	Rpac_peg_322	Rpha_peg_2117	Rpli_peg_323	Rrec_peg_254	Rsou_peg_1075	Vdia_peg_263	Vext_peg_258	Vsoy1_peg_738	Vsoy2_peg_938	Vgig1_peg_222	Vgig2_peg_110	COSY_0699	Vmar_0712	BSEPE_1111	BGC33_13650	AZO1586R_758	Gsub_0402	CRN91_07550	W908_02585	EYG05_05130	Tper_1214	H8D41_03005
SP60_06405	MS2017_0580	Rmag_0756	HUE58_RS00400	Rpac_peg_323	Rpha_peg_2118	Rpli_peg_322	Rrec_peg_253	Rsou_peg_1074	Vdia_peg_264	Vext_peg_259	Vsoy1_peg_737	Vsoy2_peg_937	Vgig1_peg_223	Vgig2_peg_111	COSY_0698	Vmar_0711	BSEPE_1110	BGC33_13645	AZO1586R_759	Gsub_0403	CRN91_07545	W908_02590	EYG05_05125	Tper_1213	H8D41_03010
SP60_06445	MS2017_0587	Rmag_0749	HUE58_RS03710	Rpac_peg_1082	Rpha_peg_576	Rpli_peg_305	Rrec_peg_1507	Rsou_peg_691	Vdia_peg_268	Vext_peg_263	Vsoy1_peg_732	Vsoy2_peg_932	Vgig1_peg_228	Vgig2_peg_116	COSY_0693	Vmar_0707	BSEPE_1103	BGC33_13610	AZO1586R_766	Gsub_0996	CRN91_07515	W908_02620	EYG05_07000	Tper_1205	H8D41_03050
SP60_06455	MS2017_0589	Rmag_0747	HUE58_RS03700	Rpac_peg_1084	Rpha_peg_578	Rpli_peg_303	Rrec_peg_1505	Rsou_peg_689	Vdia_peg_270	Vext_peg_265	Vsoy1_peg_730	Vsoy2_peg_930	Vgig1_peg_230	Vgig2_peg_118	COSY_0691	Vmar_0705	BSEPE_1101	BGC33_13600	AZO1586R_1599	Gsub_0994	CRN91_07505	W908_02630	EYG05_06990	Tper_1203	H8D41_03060
SP60_06485	MS2017_0597	Rmag_0743	HUE58_RS03665	Rpac_peg_1089	Rpha_peg_582	Rpli_peg_295	Rrec_peg_1499	Rsou_peg_685	Vdia_peg_274	Vext_peg_269	Vsoy1_peg_727	Vsoy2_peg_927	Vgig1_peg_233	Vgig2_peg_121	COSY_0688	Vmar_0702	BSEPE_1094	BGC33_13570	AZO1586R_1698	Gsub_0989	CRN91_07490	W908_02645	EYG05_06980	Tper_1197	H8D41_03070
SP60_06505	MS2017_0601	Rmag_0740	HUE58_RS03645	Rpac_peg_1093	Rpha_peg_586	Rpli_peg_291	Rrec_peg_1495	Rsou_peg_681	Vdia_peg_278	Vext_peg_272	Vsoy1_peg_724	Vsoy2_peg_924	Vgig1_peg_237	Vgig2_peg_125	COSY_0685	Vmar_0698	BSEPE_1090	BGC33_13550	AZO1586R_1694	Gsub_0985	CRN91_07470	W908_02665	EYG05_04425	Tper_1193	H8D41_03090
SP60_06520	MS2017_0603	Rmag_0738	HUE58_RS03635	Rpac_peg_1095	Rpha_peg_589	Rpli_peg_288	Rrec_peg_1493	Rsou_peg_678	Vdia_peg_280	Vext_peg_274	Vsoy1_peg_722	Vsoy2_peg_922	Vgig1_peg_239	Vgig2_peg_127	COSY_0683	Vmar_0696	BSEPE_1086	BGC33_13540	AZO1586R_2119	Gsub_1030	CRN91_07460	W908_02675	EYG05_04440	Tper_1190	H8D41_03105
SP60_06530	MS2017_0613	Rmag_0736	HUE58_RS03625	Rpac_peg_1097	Rpha_peg_591	Rpli_peg_286	Rrec_peg_1491	Rsou_peg_676	Vdia_peg_282	Vext_peg_276	Vsoy1_peg_720	Vsoy2_peg_920	Vgig1_peg_241	Vgig2_peg_129	COSY_0681	Vmar_0694	BSEPE_1084	BGC33_14505	AZO1586R_2121	Gsub_1028	CRN91_07450	W908_02685	EYG05_04450	Tper_1188	H8D41_03115
SP60_06540	MS2017_0616	Rmag_0733	HUE58_RS03610	Rpac_peg_1100	Rpha_peg_594	Rpli_peg_283	Rrec_peg_1488	Rsou_peg_673	Vdia_peg_285	Vext_peg_279	Vsoy1_peg_717	Vsoy2_peg_917	Vgig1_peg_244	Vgig2_peg_132	COSY_0678	Vmar_0690	BSEPE_1082	BGC33_14520	AZO1586R_2123	Gsub_1025	CRN91_07440	W908_02695	EYG05_00185	Tper_0444	H8D41_03125
SP60_06545	MS2017_0617	Rmag_0732	HUE58_RS03605	Rpac_peg_1101	Rpha_peg_595	Rpli_peg_282	Rrec_peg_1487	Rsou_peg_672	Vdia_peg_286	Vext_peg_280	Vsoy1_peg_716	Vsoy2_peg_916	Vgig1_peg_245	Vgig2_peg_133	COSY_0677	Vmar_0689	BSEPE_1081	BGC33_14525	AZO1586R_2124	Gsub_1024	CRN91_07435	W908_02700	EYG05_00190	Tper_0445	H8D41_03130
SP60_06550	MS2017_0618	Rmag_0731	HUE58_RS03600	Rpac_peg_1102	Rpha_peg_596	Rpli_peg_281	Rrec_peg_1486	Rsou_peg_671	Vdia_peg_287	Vext_peg_281	Vsoy1_peg_715	Vsoy2_peg_915	Vgig1_peg_246	Vgig2_peg_134	COSY_0676	Vmar_0688	BSEPE_1080	BGC33_14530	AZO1586R_2125	Gsub_1023	CRN91_07430	W908_02705	EYG05_00195	Tper_0446	H8D41_03135
SP60_06555	MS2017_0619	Rmag_0730	HUE58_RS03595	Rpac_peg_1103	Rpha_peg_597	Rpli_peg_280	Rrec_peg_1485	Rsou_peg_670	Vdia_peg_288	Vext_peg_282	Vsoy1_peg_714	Vsoy2_peg_914	Vgig1_peg_247	Vgig2_peg_135	COSY_0675	Vmar_0687	BSEPE_1079	BGC33_14535	AZO1586R_2126	Gsub_1022	CRN91_07425	W908_02710	EYG05_00200	Tper_0447	H8D41_03140
SP60_06600	MS2017_0627	Rmag_0721	HUE58_RS03550	Rpac_peg_1112	Rpha_peg_607	Rpli_peg_270	Rrec_peg_1476	Rsou_peg_660	Vdia_peg_298	Vext_peg_290	Vsoy1_peg_707	Vsoy2_peg_908	Vgig1_peg_253	Vgig2_peg_141	COSY_0669	Vmar_0680	BSEPE_1070	BGC33_14575	AZO1586R_787	Gsub_1014	CRN91_07395	W908_02740	EYG05_00245	Tper_0456	H8D41_03185
SP60_06620	MS2017_0630	Rmag_0717	HUE58_RS03530	Rpac_peg_1118	Rpha_peg_611	Rpli_peg_266	Rrec_peg_1472	Rsou_peg_655	Vdia_peg_301	Vext_peg_293	Vsoy1_peg_703	Vsoy2_peg_903	Vgig1_peg_256	Vgig2_peg_144	COSY_0666	Vmar_0676	BSEPE_1068	BGC33_14590	AZO1586R_784	Gsub_1011	CRN91_07385	W908_02750	EYG05_00265	Tper_0460	H8D41_03205
SP60_06635	MS2017_0637	Rmag_0714	HUE58_RS03515	Rpac_peg_1120	Rpha_peg_614	Rpli_peg_263	Rrec_peg_1468	Rsou_peg_652	Vdia_peg_303	Vext_peg_295	Vsoy1_peg_701	Vsoy2_peg_901	Vgig1_peg_258	Vgig2_peg_146	COSY_0664	Vmar_0673	BSEPE_1065	BGC33_14605	AZO1586R_781	Gsub_1008	CRN91_07370	W908_02765	EYG05_00280	Tper_0463	H8D41_03220
SP60_06800	MS2017_1563	Rmag_0694	HUE58_RS03435	Rpac_peg_1148	Rpha_peg_675	Rpli_peg_221	Rrec_peg_1440	Rsou_peg_181	Vdia_peg_325	Vext_peg_317	Vsoy1_peg_679	Vsoy2_peg_879	Vgig1_peg_279	Vgig2_peg_167	COSY_0644	Vmar_0652	BSEPE_1052	BGC33_11860	AZO1586R_147	Gsub_0338	CRN91_04240	W908_06100	EYG05_04780	Tper_0506	H8D41_03835
SP60_06805	MS2017_1562	Rmag_0693	HUE58_RS03430	Rpac_peg_1149	Rpha_peg_676	Rpli_peg_220	Rrec_peg_1439	Rsou_peg_180	Vdia_peg_326	Vext_peg_318	Vsoy1_peg_678	Vsoy2_peg_878	Vgig1_peg_280	Vgig2_peg_168	COSY_0643	Vmar_0651	BSEPE_1051	BGC33_11865	AZO1586R_146	Gsub_0337	CRN91_04245	W908_06095	EYG05_04785	Tper_0507	H8D41_03830
SP60_06955	MS2017_0691	Rmag_0680	HUE58_RS03365	Rpac_peg_1162	Rpha_peg_700	Rpli_peg_425	Rrec_peg_1426	Rsou_peg_166	Vdia_peg_338	Vext_peg_330	Vsoy1_peg_667	Vsoy2_peg_867	Vgig1_peg_291	Vgig2_peg_179	COSY_0632	Vmar_0640	BSEPE_0463	BGC33_12055	AZO1586R_1058	Gsub_0915	CRN91_04300	W908_06035	EYG05_06885	Tper_0535	H8D41_03680
SP60_07005	MS2017_0709	Rmag_0673	HUE58_RS03305	Rpac_peg_1172	Rpha_peg_739	Rpli_peg_456	Rrec_peg_1410	Rsou_peg_129	Vdia_peg_352	Vext_peg_342	Vsoy1_peg_655	Vsoy2_peg_855	Vgig1_peg_305	Vgig2_peg_192	COSY_0620	Vmar_0628	BSEPE_0493	BGC33_06415	AZO1586R_1788	Gsub_0600	CRN91_04325	W908_06010	EYG05_06810	Tper_0810	H8D41_05465
SP60_07050	MS2017_0717	Rmag_0666	HUE58_RS03265	Rpac_peg_1180	Rpha_peg_1292	Rpli_peg_468	Rrec_peg_1401	Rsou_peg_858	Vdia_peg_362	Vext_peg_351	Vsoy1_peg_646	Vsoy2_peg_846	Vgig1_peg_314	Vgig2_peg_201	COSY_0611	Vmar_0619	BSEPE_0501	BGC33_08835	AZO1586R_517	Gsub_0048	CRN91_04355	W908_05980	EYG05_00325	Tper_1540	H8D41_05420
SP60_07055	MS2017_0718	Rmag_0665	HUE58_RS03260	Rpac_peg_1181	Rpha_peg_1291	Rpli_peg_469	Rrec_peg_1400	Rsou_peg_857	Vdia_peg_363	Vext_peg_352	Vsoy1_peg_645	Vsoy2_peg_845	Vgig1_peg_315	Vgig2_peg_202	COSY_0610	Vmar_0618	BSEPE_0502	BGC33_08830	AZO1586R_516	Gsub_0049	CRN91_04360	W908_05975	EYG05_00330	Tper_1539	H8D41_05415
SP60_07080	MS2017_0734	Rmag_0659	HUE58_RS03230	Rpac_peg_1185	Rpha_peg_1286	Rpli_peg_474	Rrec_peg_1393	Rsou_peg_852	Vdia_peg_368	Vext_peg_357	Vsoy1_peg_641	Vsoy2_peg_841	Vgig1_peg_319	Vgig2_peg_206	COSY_0606	Vmar_0613	BSEPE_0509	BGC33_08895	AZO1586R_2476	Gsub_0055	CRN91_04395	W908_05940	EYG05_04965	Tper_1533	H8D41_00735
SP60_07135	MS2017_0758	Rmag_0652	HUE58_RS03185	Rpac_peg_1191	Rpha_peg_1182	Rpli_peg_485	Rrec_peg_1384	Rsou_peg_844	Vdia_peg_375	Vext_peg_363	Vsoy1_peg_634	Vsoy2_peg_834	Vgig1_peg_327	Vgig2_peg_213	COSY_0599	Vmar_0606	BSEPE_0515	BGC33_07470	AZO1586R_2470	Gsub_0232	CRN91_04535	W908_05885	EYG05_05005	Tper_1525	H8D41_00785
SP60_07150	MS2017_0761	Rmag_0649	HUE58_RS03170	Rpac_peg_1194	Rpha_peg_1179	Rpli_peg_488	Rrec_peg_1381	Rsou_peg_841	Vdia_peg_379	Vext_peg_367	Vsoy1_peg_631	Vsoy2_peg_831	Vgig1_peg_330	Vgig2_peg_216	COSY_0596	Vmar_0602	BSEPE_0518	BGC33_07455	AZO1586R_2468	Gsub_0235	CRN91_04545	W908_05875	EYG05_05020	Tper_1522	H8D41_00800
SP60_07165	MS2017_0767	Rmag_0645	HUE58_RS03130	Rpac_peg_1205	Rpha_peg_1175	Rpli_peg_492	Rrec_peg_1369	Rsou_peg_821	Vdia_peg_383	Vext_peg_371	Vsoy1_peg_627	Vsoy2_peg_827	Vgig1_peg_334	Vgig2_peg_220	COSY_0592	Vmar_0598	BSEPE_0523	BGC33_12560	AZO1586R_828	Gsub_0268	CRN91_04570	W908_05840	EYG05_05040	Tper_1519	H8D41_00830
SP60_07170	MS2017_0768	Rmag_0643	HUE58_RS03120	Rpac_peg_1207	Rpha_peg_1173	Rpli_peg_494	Rrec_peg_1367	Rsou_peg_819	Vdia_peg_385	Vext_peg_373	Vsoy1_peg_626	Vsoy2_peg_826	Vgig1_peg_336	Vgig2_peg_222	COSY_0591	Vmar_0597	BSEPE_0525	BGC33_12555	AZO1586R_830	Gsub_0266	CRN91_04575	W908_05835	EYG05_05045	Tper_1518	H8D41_00835
SP60_07185	MS2017_0771	Rmag_0640	HUE58_RS03105	Rpac_peg_1210	Rpha_peg_1170	Rpli_peg_497	Rrec_peg_1364	Rsou_peg_816	Vdia_peg_387	Vext_peg_375	Vsoy1_peg_623	Vsoy2_peg_823	Vgig1_peg_339	Vgig2_peg_225	COSY_0588	Vmar_0594	BSEPE_0528	BGC33_12540	AZO1586R_833	Gsub_0263	CRN91_04590	W908_05820	EYG05_07125	Tper_1515	H8D41_00850
SP60_07260	MS2017_0919	Rmag_0628	HUE58_RS03050	Rpac_peg_1228	Rpha_peg_48	Rpli_peg_517	Rrec_peg_1350	Rsou_peg_708	Vdia_peg_394	Vext_peg_382	Vsoy1_peg_616	Vsoy2_peg_816	Vgig1_peg_347	Vgig2_peg_232	COSY_0581	Vmar_0586	BSEPE_0768	BGC33_14035	AZO1586R_1358	Gsub_0254	CRN91_06815	W908_03410	EYG05_04730	Tper_1496	H8D41_04615
SP60_07265	MS2017_0921	Rmag_0626	HUE58_RS03040	Rpac_peg_1230	Rpha_peg_50	Rpli_peg_519	Rrec_peg_1346	Rsou_peg_710	Vdia_peg_396	Vext_peg_384	Vsoy1_peg_614	Vsoy2_peg_814	Vgig1_peg_349	Vgig2_peg_234	COSY_0579	Vmar_0584	BSEPE_0770	BGC33_14025	AZO1586R_1356	Gsub_0252	CRN91_05815	W908_04640	EYG05_04735	Tper_1494	H8D41_04610
SP60_07290	MS2017_0926	Rmag_0621	HUE58_RS03020	Rpac_peg_1235	Rpha_peg_61	Rpli_peg_524	Rrec_peg_1341	Rsou_peg_715	Vdia_peg_400	Vext_peg_388	Vsoy1_peg_609	Vsoy2_peg_809	Vgig1_peg_354	Vgig2_peg_239	COSY_0574	Vmar_0580	BSEPE_0775	BGC33_14000	AZO1586R_549	Gsub_0881	CRN91_05835	W908_04625	EYG05_04090	Tper_1489	H8D41_04585
SP60_07325	MS2017_0932	Rmag_0617	HUE58_RS02990	Rpac_peg_1240	Rpha_peg_67	Rpli_peg_530	Rrec_peg_1335	Rsou_peg_723	Vdia_peg_404	Vext_peg_392	Vsoy1_peg_605	Vsoy2_peg_805	Vgig1_peg_358	Vgig2_peg_243	COSY_0569	Vmar_0576	BSEPE_0790	BGC33_13965	AZO1586R_543	Gsub_0382	CRN91_05875	W908_04430	EYG05_04055	Tper_1480	H8D41_04550
SP60_07350	MS2017_0936	Rmag_0614	HUE58_RS02975	Rpac_peg_1245	Rpha_peg_73	Rpli_peg_534	Rrec_peg_1331	Rsou_peg_727	Vdia_peg_407	Vext_peg_395	Vsoy1_peg_602	Vsoy2_peg_801	Vgig1_peg_361	Vgig2_peg_246	COSY_0566	Vmar_0573	BSEPE_0795	BGC33_13945	AZO1586R_647	Gsub_0378	CRN91_05885	W908_04420	EYG05_07830	Tper_1475	H8D41_04490
SP60_07355	MS2017_0937	Rmag_0613	HUE58_RS02970	Rpac_peg_1246	Rpha_peg_74	Rpli_peg_535	Rrec_peg_1330	Rsou_peg_728	Vdia_peg_408	Vext_peg_396	Vsoy1_peg_601	Vsoy2_peg_800	Vgig1_peg_362	Vgig2_peg_247	COSY_0565	Vmar_0572	BSEPE_0796	BGC33_13940	AZO1586R_648	Gsub_0377	CRN91_05890	W908_04415	EYG05_07835	Tper_1474	H8D41_04485
SP60_07395	MS2017_0946	Rmag_0607	HUE58_RS02940	Rpac_peg_1253	Rpha_peg_82	Rpli_peg_541	Rrec_peg_1324	Rsou_peg_738	Vdia_peg_413	Vext_peg_401	Vsoy1_peg_595	Vsoy2_peg_794	Vgig1_peg_367	Vgig2_peg_252	COSY_0560	Vmar_0567	BSEPE_0803	BGC33_11385	AZO1586R_655	Gsub_0371	CRN91_04800	W908_05560	EYG05_02790	Tper_1468	H8D41_04450
