Bathy	SUP05	R.magnifica	R.pacifica	R.phaseoliformis	R.pliocardia	R.rectimargo	R.southwardae	V.diagonalis	V.extenta	V.okutanii	V.gigas	V.soyoae
MS2017_1467	SP60_01065	Rmag_0382	Rpac_peg_551	Rpha_peg_528	Rple_peg_734	Rrec_peg_46	Rsou_peg_2008	Vdia_peg_621	Vext_peg_609	COSY_0356	Vgig2_peg_461	Vsoy2_peg_584
MS2017_1469	SP60_01080	Rmag_0379	Rpac_peg_548	Rpha_peg_531	Rple_peg_731	Rrec_peg_49	Rsou_peg_2011	Vdia_peg_623	Vext_peg_612	COSY_0354	Vgig2_peg_463	Vsoy2_peg_582
MS2017_1470	SP60_01085	Rmag_0378	Rpac_peg_547	Rpha_peg_532	Rple_peg_730	Rrec_peg_50	Rsou_peg_2012	Vdia_peg_624	Vext_peg_613	COSY_0353	Vgig2_peg_464	Vsoy2_peg_581
MS2017_1479	SP60_01125	Rmag_0374	Rpac_peg_545	Rpha_peg_543	Rple_peg_725	Rrec_peg_53	Rsou_peg_2017	Vdia_peg_625	Vext_peg_614	COSY_0352	Vgig2_peg_465	Vsoy2_peg_580
MS2017_1480	SP60_01130	Rmag_0373	Rpac_peg_544	Rpha_peg_544	Rple_peg_724	Rrec_peg_54	Rsou_peg_2018	Vdia_peg_626	Vext_peg_615	COSY_0351	Vgig2_peg_466	Vsoy2_peg_579
MS2017_1481	SP60_01135	Rmag_0372	Rpac_peg_543	Rpha_peg_545	Rple_peg_723	Rrec_peg_55	Rsou_peg_2019	Vdia_peg_627	Vext_peg_616	COSY_0350	Vgig2_peg_467	Vsoy2_peg_578
MS2017_1486	SP60_01140	Rmag_0371	Rpac_peg_542	Rpha_peg_546	Rple_peg_722	Rrec_peg_56	Rsou_peg_2020	Vdia_peg_628	Vext_peg_617	COSY_0349	Vgig2_peg_468	Vsoy2_peg_577
MS2017_1489	SP60_01155	Rmag_0368	Rpac_peg_534	Rpha_peg_558	Rple_peg_706	Rrec_peg_61	Rsou_peg_2032	Vdia_peg_632	Vext_peg_621	COSY_0335	Vgig2_peg_475	Vsoy2_peg_572
MS2017_1496	SP60_01160	Rmag_0367	Rpac_peg_533	Rpha_peg_559	Rple_peg_705	Rrec_peg_62	Rsou_peg_2033	Vdia_peg_633	Vext_peg_622	COSY_0336	Vgig2_peg_476	Vsoy2_peg_571
MS2017_1497	SP60_01165	Rmag_0366	Rpac_peg_532	Rpha_peg_560	Rple_peg_704	Rrec_peg_63	Rsou_peg_2034	Vdia_peg_634	Vext_peg_623	COSY_0337	Vgig2_peg_477	Vsoy2_peg_570
MS2017_1498	SP60_01170	Rmag_0365	Rpac_peg_531	Rpha_peg_561	Rple_peg_703	Rrec_peg_64	Rsou_peg_2035	Vdia_peg_635	Vext_peg_624	COSY_0338	Vgig2_peg_478	Vsoy2_peg_569
MS2017_1504	SP60_01175	Rmag_0364	Rpac_peg_530	Rpha_peg_562	Rple_peg_702	Rrec_peg_65	Rsou_peg_2036	Vdia_peg_636	Vext_peg_625	COSY_0339	Vgig2_peg_479	Vsoy2_peg_568
MS2017_1505	SP60_01180	Rmag_0363	Rpac_peg_529	Rpha_peg_563	Rple_peg_701	Rrec_peg_66	Rsou_peg_2037	Vdia_peg_637	Vext_peg_626	COSY_0340	Vgig2_peg_480	Vsoy2_peg_567
MS2017_1506	SP60_01185	Rmag_0362	Rpac_peg_528	Rpha_peg_564	Rple_peg_700	Rrec_peg_67	Rsou_peg_2038	Vdia_peg_638	Vext_peg_627	COSY_0341	Vgig2_peg_481	Vsoy2_peg_566
MS2017_1507	SP60_01190	Rmag_0361	Rpac_peg_527	Rpha_peg_565	Rple_peg_699	Rrec_peg_68	Rsou_peg_2039	Vdia_peg_639	Vext_peg_628	COSY_0342	Vgig2_peg_482	Vsoy2_peg_565
MS2017_1514	SP60_01200	Rmag_0356	Rpac_peg_524	Rpha_peg_1643	Rple_peg_685	Rrec_peg_71	Rsou_peg_1288	Vdia_peg_641	Vext_peg_630	COSY_0343	Vgig2_peg_483	Vsoy2_peg_564
MS2017_1516	SP60_01210	Rmag_0354	Rpac_peg_522	Rpha_peg_1645	Rple_peg_683	Rrec_peg_73	Rsou_peg_1290	Vdia_peg_643	Vext_peg_632	COSY_0345	Vgig2_peg_484	Vsoy2_peg_563
MS2017_1517	SP60_01215	Rmag_0353	Rpac_peg_521	Rpha_peg_1646	Rple_peg_682	Rrec_peg_74	Rsou_peg_1291	Vdia_peg_644	Vext_peg_633	COSY_0346	Vgig2_peg_485	Vsoy2_peg_562
MS2017_1518	SP60_01220	Rmag_0352	Rpac_peg_520	Rpha_peg_1647	Rple_peg_681	Rrec_peg_75	Rsou_peg_1292	Vdia_peg_645	Vext_peg_634	COSY_0347	Vgig2_peg_486	Vsoy2_peg_561
MS2017_1521	SP60_01225	Rmag_0351	Rpac_peg_519	Rpha_peg_1648	Rple_peg_680	Rrec_peg_76	Rsou_peg_1293	Vdia_peg_646	Vext_peg_635	COSY_0332	Vgig2_peg_487	Vsoy2_peg_560
MS2017_1522	SP60_01230	Rmag_0350	Rpac_peg_518	Rpha_peg_1649	Rple_peg_679	Rrec_peg_77	Rsou_peg_1294	Vdia_peg_648	Vext_peg_637	COSY_0331	Vgig2_peg_488	Vsoy2_peg_559
MS2017_1523	SP60_01235	Rmag_0349	Rpac_peg_516	Rpha_peg_1650	Rple_peg_678	Rrec_peg_78	Rsou_peg_1295	Vdia_peg_649	Vext_peg_638	COSY_0330	Vgig2_peg_489	Vsoy2_peg_558
MS2017_1524	SP60_01240	Rmag_0348	Rpac_peg_515	Rpha_peg_1651	Rple_peg_677	Rrec_peg_79	Rsou_peg_1296	Vdia_peg_650	Vext_peg_639	COSY_0329	Vgig2_peg_490	Vsoy2_peg_557
MS2017_1525	SP60_01245	Rmag_0347	Rpac_peg_514	Rpha_peg_1652	Rple_peg_676	Rrec_peg_80	Rsou_peg_1297	Vdia_peg_651	Vext_peg_640	COSY_0328	Vgig2_peg_491	Vsoy2_peg_556
MS2017_1528	SP60_01255	Rmag_0345	Rpac_peg_513	Rpha_peg_1654	Rple_peg_674	Rrec_peg_81	Rsou_peg_1299	Vdia_peg_652	Vext_peg_641	COSY_0327	Vgig2_peg_492	Vsoy2_peg_555
MS2017_1552	SP60_01260	Rmag_0344	Rpac_peg_512	Rpha_peg_1655	Rple_peg_673	Rrec_peg_82	Rsou_peg_1300	Vdia_peg_653	Vext_peg_642	COSY_0326	Vgig2_peg_493	Vsoy2_peg_554
MS2017_1553	SP60_01265	Rmag_0343	Rpac_peg_511	Rpha_peg_1656	Rple_peg_672	Rrec_peg_83	Rsou_peg_1301	Vdia_peg_654	Vext_peg_643	COSY_0325	Vgig2_peg_494	Vsoy2_peg_553
MS2017_1554	SP60_01270	Rmag_0342	Rpac_peg_510	Rpha_peg_1657	Rple_peg_671	Rrec_peg_84	Rsou_peg_1302	Vdia_peg_655	Vext_peg_644	COSY_0324	Vgig2_peg_495	Vsoy2_peg_552
MS2017_1555	SP60_01275	Rmag_0341	Rpac_peg_509	Rpha_peg_1658	Rple_peg_670	Rrec_peg_85	Rsou_peg_1303	Vdia_peg_656	Vext_peg_645	COSY_0323	Vgig2_peg_496	Vsoy2_peg_551
MS2017_1556	SP60_01280	Rmag_0340	Rpac_peg_508	Rpha_peg_1659	Rple_peg_669	Rrec_peg_86	Rsou_peg_1304	Vdia_peg_657	Vext_peg_646	COSY_0322	Vgig2_peg_497	Vsoy2_peg_550
MS2017_1561	SP60_06810	Rmag_0692	Rpac_peg_1150	Rpha_peg_677	Rple_peg_219	Rrec_peg_1438	Rsou_peg_179	Vdia_peg_327	Vext_peg_319	COSY_0642	Vgig2_peg_169	Vsoy2_peg_877
MS2017_1562	SP60_06805	Rmag_0693	Rpac_peg_1149	Rpha_peg_676	Rple_peg_220	Rrec_peg_1439	Rsou_peg_180	Vdia_peg_326	Vext_peg_318	COSY_0643	Vgig2_peg_168	Vsoy2_peg_878
MS2017_1563	SP60_06800	Rmag_0694	Rpac_peg_1148	Rpha_peg_675	Rple_peg_221	Rrec_peg_1440	Rsou_peg_181	Vdia_peg_325	Vext_peg_317	COSY_0644	Vgig2_peg_167	Vsoy2_peg_879
MS2017_1574	SP60_01285	Rmag_0339	Rpac_peg_507	Rpha_peg_1661	Rple_peg_668	Rrec_peg_87	Rsou_peg_1307	Vdia_peg_658	Vext_peg_647	COSY_0321	Vgig2_peg_498	Vsoy2_peg_549
MS2017_1576	SP60_01290	Rmag_0338	Rpac_peg_506	Rpha_peg_1663	Rple_peg_667	Rrec_peg_89	Rsou_peg_1308	Vdia_peg_659	Vext_peg_648	COSY_0320	Vgig2_peg_499	Vsoy2_peg_548
MS2017_1577	SP60_01295	Rmag_0337	Rpac_peg_505	Rpha_peg_1664	Rple_peg_666	Rrec_peg_90	Rsou_peg_1309	Vdia_peg_660	Vext_peg_649	COSY_0319	Vgig2_peg_500	Vsoy2_peg_547
MS2017_1578	SP60_01300	Rmag_0336	Rpac_peg_504	Rpha_peg_1665	Rple_peg_665	Rrec_peg_91	Rsou_peg_1310	Vdia_peg_661	Vext_peg_650	COSY_0318	Vgig2_peg_501	Vsoy2_peg_546
MS2017_1580	SP60_01325	Rmag_0333	Rpac_peg_500	Rpha_peg_1670	Rple_peg_662	Rrec_peg_95	Rsou_peg_1313	Vdia_peg_664	Vext_peg_653	COSY_0315	Vgig2_peg_504	Vsoy2_peg_543
MS2017_1582	SP60_01335	Rmag_0331	Rpac_peg_497	Rpha_peg_1672	Rple_peg_660	Rrec_peg_96	Rsou_peg_1315	Vdia_peg_666	Vext_peg_655	COSY_0313	Vgig2_peg_506	Vsoy2_peg_541
MS2017_1585	SP60_01350	Rmag_0329	Rpac_peg_493	Rpha_peg_1676	Rple_peg_657	Rrec_peg_97	Rsou_peg_1319	Vdia_peg_667	Vext_peg_656	COSY_0312	Vgig2_peg_507	Vsoy2_peg_540
MS2017_1586	SP60_01370	Rmag_0328	Rpac_peg_492	Rpha_peg_1677	Rple_peg_656	Rrec_peg_98	Rsou_peg_1320	Vdia_peg_669	Vext_peg_658	COSY_0308	Vgig2_peg_509	Vsoy2_peg_538
MS2017_1587	SP60_01375	Rmag_0327	Rpac_peg_491	Rpha_peg_1678	Rple_peg_655	Rrec_peg_99	Rsou_peg_1321	Vdia_peg_670	Vext_peg_659	COSY_0307	Vgig2_peg_510	Vsoy2_peg_537
MS2017_1590	SP60_01390	Rmag_0325	Rpac_peg_488	Rpha_peg_1682	Rple_peg_651	Rrec_peg_101	Rsou_peg_1324	Vdia_peg_673	Vext_peg_662	COSY_0306	Vgig2_peg_512	Vsoy2_peg_535
MS2017_1595	SP60_01400	Rmag_0323	Rpac_peg_486	Rpha_peg_1684	Rple_peg_649	Rrec_peg_103	Rsou_peg_1326	Vdia_peg_675	Vext_peg_664	COSY_0304	Vgig2_peg_514	Vsoy2_peg_533
MS2017_1597	SP60_01410	Rmag_0321	Rpac_peg_484	Rpha_peg_1687	Rple_peg_648	Rrec_peg_105	Rsou_peg_1328	Vdia_peg_677	Vext_peg_666	COSY_0302	Vgig2_peg_516	Vsoy2_peg_531
MS2017_1598	SP60_01415	Rmag_0320	Rpac_peg_483	Rpha_peg_1690	Rple_peg_647	Rrec_peg_106	Rsou_peg_1330	Vdia_peg_678	Vext_peg_667	COSY_0301	Vgig2_peg_517	Vsoy2_peg_530
MS2017_1610	SP60_01430	Rmag_0319	Rpac_peg_481	Rpha_peg_1699	Rple_peg_640	Rrec_peg_108	Rsou_peg_625	Vdia_peg_679	Vext_peg_668	COSY_0300	Vgig2_peg_518	Vsoy2_peg_529
MS2017_1631	SP60_01465	Rmag_0314	Rpac_peg_474	Rpha_peg_1709	Rple_peg_633	Rrec_peg_116	Rsou_peg_609	Vdia_peg_683	Vext_peg_672	COSY_0295	Vgig2_peg_521	Vsoy2_peg_526
MS2017_1640	SP60_01485	Rmag_0311	Rpac_peg_469	Rpha_peg_1716	Rple_peg_210	Rrec_peg_124	Rsou_peg_1712	Vdia_peg_690	Vext_peg_679	COSY_0292	Vgig2_peg_524	Vsoy2_peg_523
MS2017_1643	SP60_01500	Rmag_0308	Rpac_peg_465	Rpha_peg_1721	Rple_peg_207	Rrec_peg_128	Rsou_peg_1709	Vdia_peg_694	Vext_peg_683	COSY_0290	Vgig2_peg_526	Vsoy2_peg_520
MS2017_1644	SP60_01505	Rmag_0307	Rpac_peg_464	Rpha_peg_1722	Rple_peg_206	Rrec_peg_129	Rsou_peg_1708	Vdia_peg_695	Vext_peg_684	COSY_0289	Vgig2_peg_527	Vsoy2_peg_519
MS2017_1651	SP60_01515	Rmag_0306	Rpac_peg_462	Rpha_peg_1726	Rple_peg_204	Rrec_peg_131	Rsou_peg_1701	Vdia_peg_696	Vext_peg_685	COSY_0288	Vgig2_peg_528	Vsoy2_peg_518
MS2017_1652	SP60_01520	Rmag_0305	Rpac_peg_461	Rpha_peg_1727	Rple_peg_203	Rrec_peg_132	Rsou_peg_1700	Vdia_peg_697	Vext_peg_686	COSY_0287	Vgig2_peg_529	Vsoy2_peg_517
MS2017_1653	SP60_01525	Rmag_0304	Rpac_peg_460	Rpha_peg_1728	Rple_peg_202	Rrec_peg_133	Rsou_peg_1699	Vdia_peg_698	Vext_peg_687	COSY_0286	Vgig2_peg_530	Vsoy2_peg_516
MS2017_1654	SP60_01530	Rmag_0303	Rpac_peg_459	Rpha_peg_1729	Rple_peg_201	Rrec_peg_134	Rsou_peg_1698	Vdia_peg_699	Vext_peg_688	COSY_0285	Vgig2_peg_531	Vsoy2_peg_515
MS2017_1658	SP60_01535	Rmag_0302	Rpac_peg_458	Rpha_peg_1730	Rple_peg_200	Rrec_peg_135	Rsou_peg_1697	Vdia_peg_700	Vext_peg_689	COSY_0284	Vgig2_peg_532	Vsoy2_peg_514
MS2017_1666	SP60_01545	Rmag_0822	Rpac_peg_565	Rpha_peg_1571	Rple_peg_751	Rrec_peg_356	Rsou_peg_1265	Vdia_peg_205	Vext_peg_200	COSY_0749	Vgig2_peg_656	Vsoy2_peg_2
MS2017_1667	SP60_01550	Rmag_0824	Rpac_peg_570	Rpha_peg_1560	Rple_peg_757	Rrec_peg_358	Rsou_peg_1256	Vdia_peg_204	Vext_peg_199	COSY_0750	Vgig2_peg_657	Vsoy2_peg_3
MS2017_1670	SP60_01565	Rmag_0825	Rpac_peg_573	Rpha_peg_1557	Rple_peg_760	Rrec_peg_362	Rsou_peg_1253	Vdia_peg_203	Vext_peg_198	COSY_0751	Vgig2_peg_659	Vsoy2_peg_5
MS2017_1682	SP60_01615	Rmag_0828	Rpac_peg_577	Rpha_peg_1542	Rple_peg_770	Rrec_peg_369	Rsou_peg_997	Vdia_peg_201	Vext_peg_196	COSY_0754	Vgig2_peg_662	Vsoy2_peg_8
MS2017_1684	SP60_01625	Rmag_0831	Rpac_peg_586	Rpha_peg_1529	Rple_peg_781	Rrec_peg_378	Rsou_peg_985	Vdia_peg_200	Vext_peg_195	COSY_0755	Vgig2_peg_663	Vsoy2_peg_9
MS2017_1685	SP60_01630	Rmag_0832	Rpac_peg_587	Rpha_peg_1528	Rple_peg_782	Rrec_peg_379	Rsou_peg_984	Vdia_peg_199	Vext_peg_194	COSY_0756	Vgig2_peg_664	Vsoy2_peg_10
MS2017_1686	SP60_01635	Rmag_0833	Rpac_peg_588	Rpha_peg_1527	Rple_peg_783	Rrec_peg_380	Rsou_peg_983	Vdia_peg_198	Vext_peg_193	COSY_0757	Vgig2_peg_665	Vsoy2_peg_11
MS2017_1690	SP60_01655	Rmag_0834	Rpac_peg_590	Rpha_peg_1524	Rple_peg_787	Rrec_peg_383	Rsou_peg_980	Vdia_peg_197	Vext_peg_192	COSY_0759	Vgig2_peg_666	Vsoy2_peg_12
MS2017_1709	SP60_01670	Rmag_0835	Rpac_peg_592	Rpha_peg_1517	Rple_peg_791	Rrec_peg_386	Rsou_peg_976	Vdia_peg_196	Vext_peg_191	COSY_0760	Vgig2_peg_667	Vsoy2_peg_13
MS2017_1710	SP60_01675	Rmag_0836	Rpac_peg_593	Rpha_peg_1516	Rple_peg_792	Rrec_peg_387	Rsou_peg_975	Vdia_peg_195	Vext_peg_190	COSY_0761	Vgig2_peg_668	Vsoy2_peg_14
MS2017_1711	SP60_01690	Rmag_0837	Rpac_peg_594	Rpha_peg_1515	Rple_peg_793	Rrec_peg_388	Rsou_peg_974	Vdia_peg_194	Vext_peg_189	COSY_0762	Vgig2_peg_669	Vsoy2_peg_15
MS2017_1712	SP60_01695	Rmag_0838	Rpac_peg_595	Rpha_peg_1514	Rple_peg_794	Rrec_peg_389	Rsou_peg_973	Vdia_peg_193	Vext_peg_188	COSY_0763	Vgig2_peg_670	Vsoy2_peg_16
MS2017_1714	SP60_01705	Rmag_0839	Rpac_peg_596	Rpha_peg_1513	Rple_peg_795	Rrec_peg_390	Rsou_peg_972	Vdia_peg_192	Vext_peg_187	COSY_0764	Vgig2_peg_671	Vsoy2_peg_17
MS2017_1715	SP60_01710	Rmag_0840	Rpac_peg_597	Rpha_peg_1512	Rple_peg_796	Rrec_peg_391	Rsou_peg_971	Vdia_peg_191	Vext_peg_186	COSY_0765	Vgig2_peg_672	Vsoy2_peg_18
MS2017_1716	SP60_01715	Rmag_0841	Rpac_peg_598	Rpha_peg_1511	Rple_peg_797	Rrec_peg_392	Rsou_peg_970	Vdia_peg_190	Vext_peg_185	COSY_0766	Vgig2_peg_673	Vsoy2_peg_19
MS2017_1718	SP60_01720	Rmag_0843	Rpac_peg_600	Rpha_peg_1509	Rple_peg_799	Rrec_peg_394	Rsou_peg_968	Vdia_peg_188	Vext_peg_183	COSY_0768	Vgig2_peg_675	Vsoy2_peg_21
MS2017_1721	SP60_01730	Rmag_0844	Rpac_peg_602	Rpha_peg_1506	Rple_peg_801	Rrec_peg_396	Rsou_peg_5	Vdia_peg_186	Vext_peg_181	COSY_0769	Vgig2_peg_677	Vsoy2_peg_23
MS2017_1722	SP60_01735	Rmag_0845	Rpac_peg_603	Rpha_peg_1505	Rple_peg_802	Rrec_peg_397	Rsou_peg_6	Vdia_peg_185	Vext_peg_180	COSY_0770	Vgig2_peg_678	Vsoy2_peg_24
MS2017_1725	SP60_01745	Rmag_0847	Rpac_peg_609	Rpha_peg_1498	Rple_peg_809	Rrec_peg_401	Rsou_peg_15	Vdia_peg_184	Vext_peg_179	COSY_0772	Vgig2_peg_680	Vsoy2_peg_26
MS2017_1726	SP60_01750	Rmag_0848	Rpac_peg_610	Rpha_peg_1497	Rple_peg_810	Rrec_peg_402	Rsou_peg_16	Vdia_peg_183	Vext_peg_178	COSY_0773	Vgig2_peg_681	Vsoy2_peg_27
MS2017_1728	SP60_01765	Rmag_0850	Rpac_peg_612	Rpha_peg_1495	Rple_peg_812	Rrec_peg_404	Rsou_peg_18	Vdia_peg_181	Vext_peg_176	COSY_0775	Vgig2_peg_683	Vsoy2_peg_29
MS2017_1729	SP60_01770	Rmag_0851	Rpac_peg_613	Rpha_peg_1494	Rple_peg_813	Rrec_peg_405	Rsou_peg_20	Vdia_peg_180	Vext_peg_175	COSY_0776	Vgig2_peg_684	Vsoy2_peg_30
MS2017_1730	SP60_01775	Rmag_0852	Rpac_peg_615	Rpha_peg_1493	Rple_peg_816	Rrec_peg_408	Rsou_peg_21	Vdia_peg_179	Vext_peg_174	COSY_0777	Vgig2_peg_685	Vsoy2_peg_31
MS2017_1732	SP60_01780	Rmag_0853	Rpac_peg_616	Rpha_peg_1492	Rple_peg_817	Rrec_peg_409	Rsou_peg_22	Vdia_peg_178	Vext_peg_173	COSY_0778	Vgig2_peg_686	Vsoy2_peg_32
MS2017_1733	SP60_01785	Rmag_0854	Rpac_peg_617	Rpha_peg_1491	Rple_peg_818	Rrec_peg_410	Rsou_peg_23	Vdia_peg_177	Vext_peg_172	COSY_0779	Vgig2_peg_687	Vsoy2_peg_33
MS2017_1734	SP60_01790	Rmag_0855	Rpac_peg_618	Rpha_peg_1490	Rple_peg_819	Rrec_peg_411	Rsou_peg_24	Vdia_peg_176	Vext_peg_171	COSY_0780	Vgig2_peg_688	Vsoy2_peg_34
MS2017_1735	SP60_01795	Rmag_0856	Rpac_peg_619	Rpha_peg_1489	Rple_peg_820	Rrec_peg_412	Rsou_peg_25	Vdia_peg_175	Vext_peg_170	COSY_0781	Vgig2_peg_689	Vsoy2_peg_35
MS2017_1737	SP60_01810	Rmag_0858	Rpac_peg_623	Rpha_peg_1486	Rple_peg_823	Rrec_peg_414	Rsou_peg_29	Vdia_peg_173	Vext_peg_168	COSY_0783	Vgig2_peg_691	Vsoy2_peg_38
MS2017_1738	SP60_01815	Rmag_0859	Rpac_peg_624	Rpha_peg_1485	Rple_peg_824	Rrec_peg_416	Rsou_peg_30	Vdia_peg_172	Vext_peg_167	COSY_0784	Vgig2_peg_692	Vsoy2_peg_39
MS2017_1739	SP60_01820	Rmag_0860	Rpac_peg_625	Rpha_peg_1484	Rple_peg_825	Rrec_peg_417	Rsou_peg_31	Vdia_peg_171	Vext_peg_166	COSY_0785	Vgig2_peg_693	Vsoy2_peg_40
MS2017_1740	SP60_01825	Rmag_0861	Rpac_peg_626	Rpha_peg_1483	Rple_peg_826	Rrec_peg_418	Rsou_peg_32	Vdia_peg_170	Vext_peg_165	COSY_0786	Vgig2_peg_694	Vsoy2_peg_41
MS2017_1741	SP60_01830	Rmag_0862	Rpac_peg_627	Rpha_peg_1482	Rple_peg_827	Rrec_peg_419	Rsou_peg_33	Vdia_peg_169	Vext_peg_164	COSY_0787	Vgig2_peg_695	Vsoy2_peg_42
MS2017_1742	SP60_01835	Rmag_0863	Rpac_peg_628	Rpha_peg_1481	Rple_peg_828	Rrec_peg_420	Rsou_peg_34	Vdia_peg_168	Vext_peg_163	COSY_0788	Vgig2_peg_696	Vsoy2_peg_43
MS2017_1743	SP60_01840	Rmag_0864	Rpac_peg_629	Rpha_peg_1480	Rple_peg_829	Rrec_peg_421	Rsou_peg_35	Vdia_peg_167	Vext_peg_162	COSY_0789	Vgig2_peg_697	Vsoy2_peg_44
MS2017_1744	SP60_01845	Rmag_0865	Rpac_peg_630	Rpha_peg_1479	Rple_peg_830	Rrec_peg_422	Rsou_peg_36	Vdia_peg_166	Vext_peg_161	COSY_0790	Vgig2_peg_698	Vsoy2_peg_45
MS2017_1745	SP60_01850	Rmag_0866	Rpac_peg_631	Rpha_peg_1478	Rple_peg_831	Rrec_peg_423	Rsou_peg_37	Vdia_peg_165	Vext_peg_160	COSY_0791	Vgig2_peg_699	Vsoy2_peg_46
MS2017_1746	SP60_01855	Rmag_0867	Rpac_peg_632	Rpha_peg_1477	Rple_peg_832	Rrec_peg_424	Rsou_peg_38	Vdia_peg_164	Vext_peg_159	COSY_0792	Vgig2_peg_700	Vsoy2_peg_47
MS2017_1747	SP60_01860	Rmag_0868	Rpac_peg_633	Rpha_peg_1476	Rple_peg_833	Rrec_peg_425	Rsou_peg_39	Vdia_peg_163	Vext_peg_158	COSY_0793	Vgig2_peg_701	Vsoy2_peg_48
MS2017_1748	SP60_01865	Rmag_0869	Rpac_peg_634	Rpha_peg_1475	Rple_peg_834	Rrec_peg_426	Rsou_peg_40	Vdia_peg_162	Vext_peg_157	COSY_0794	Vgig2_peg_702	Vsoy2_peg_49
MS2017_1749	SP60_01870	Rmag_0870	Rpac_peg_635	Rpha_peg_1474	Rple_peg_835	Rrec_peg_427	Rsou_peg_41	Vdia_peg_161	Vext_peg_156	COSY_0795	Vgig2_peg_703	Vsoy2_peg_50
MS2017_1750	SP60_01875	Rmag_0871	Rpac_peg_636	Rpha_peg_1472	Rple_peg_837	Rrec_peg_428	Rsou_peg_43	Vdia_peg_160	Vext_peg_155	COSY_0796	Vgig2_peg_704	Vsoy2_peg_51
MS2017_1751	SP60_01880	Rmag_0872	Rpac_peg_637	Rpha_peg_1471	Rple_peg_838	Rrec_peg_429	Rsou_peg_44	Vdia_peg_159	Vext_peg_154	COSY_0797	Vgig2_peg_705	Vsoy2_peg_52
MS2017_1753	SP60_01915	Rmag_0874	Rpac_peg_641	Rpha_peg_1464	Rple_peg_843	Rrec_peg_434	Rsou_peg_48	Vdia_peg_157	Vext_peg_152	COSY_0798	Vgig2_peg_706	Vsoy2_peg_53
MS2017_1754	SP60_01920	Rmag_0875	Rpac_peg_642	Rpha_peg_1463	Rple_peg_844	Rrec_peg_435	Rsou_peg_49	Vdia_peg_156	Vext_peg_151	COSY_0799	Vgig2_peg_707	Vsoy2_peg_54
MS2017_1755	SP60_01925	Rmag_0876	Rpac_peg_643	Rpha_peg_1462	Rple_peg_845	Rrec_peg_436	Rsou_peg_50	Vdia_peg_155	Vext_peg_150	COSY_0800	Vgig2_peg_708	Vsoy2_peg_55
MS2017_1756	SP60_01930	Rmag_0877	Rpac_peg_644	Rpha_peg_1461	Rple_peg_846	Rrec_peg_437	Rsou_peg_51	Vdia_peg_154	Vext_peg_149	COSY_0801	Vgig2_peg_709	Vsoy2_peg_56
MS2017_1757	SP60_01935	Rmag_0878	Rpac_peg_645	Rpha_peg_1460	Rple_peg_847	Rrec_peg_438	Rsou_peg_52	Vdia_peg_153	Vext_peg_148	COSY_0802	Vgig2_peg_710	Vsoy2_peg_57
MS2017_1758	SP60_01940	Rmag_0879	Rpac_peg_646	Rpha_peg_1459	Rple_peg_848	Rrec_peg_439	Rsou_peg_53	Vdia_peg_152	Vext_peg_147	COSY_0803	Vgig2_peg_711	Vsoy2_peg_58
MS2017_1762	SP60_01945	Rmag_0880	Rpac_peg_654	Rpha_peg_1452	Rple_peg_857	Rrec_peg_450	Rsou_peg_63	Vdia_peg_151	Vext_peg_146	COSY_0804	Vgig2_peg_713	Vsoy2_peg_60
MS2017_1764	SP60_01955	Rmag_0881	Rpac_peg_657	Rpha_peg_1450	Rple_peg_859	Rrec_peg_455	Rsou_peg_66	Vdia_peg_150	Vext_peg_145	COSY_0805	Vgig2_peg_714	Vsoy2_peg_61
MS2017_1765	SP60_01960	Rmag_0882	Rpac_peg_658	Rpha_peg_1449	Rple_peg_860	Rrec_peg_456	Rsou_peg_67	Vdia_peg_149	Vext_peg_144	COSY_0806	Vgig2_peg_715	Vsoy2_peg_62
MS2017_1768	SP60_01980	Rmag_0883	Rpac_peg_663	Rpha_peg_1445	Rple_peg_863	Rrec_peg_459	Rsou_peg_1988	Vdia_peg_146	Vext_peg_141	COSY_0809	Vgig2_peg_718	Vsoy2_peg_65
MS2017_1771	SP60_01985	Rmag_0885	Rpac_peg_665	Rpha_peg_1443	Rple_peg_865	Rrec_peg_461	Rsou_peg_1990	Vdia_peg_144	Vext_peg_139	COSY_0811	Vgig2_peg_720	Vsoy2_peg_67
MS2017_1772	SP60_01990	Rmag_0884	Rpac_peg_664	Rpha_peg_1444	Rple_peg_864	Rrec_peg_460	Rsou_peg_1989	Vdia_peg_145	Vext_peg_140	COSY_0810	Vgig2_peg_719	Vsoy2_peg_66
MS2017_1779	SP60_02575	Rmag_0909	Rpac_peg_673	Rpha_peg_1431	Rple_peg_880	Rrec_peg_472	Rsou_peg_260	Vdia_peg_139	Vext_peg_134	COSY_0816	Vgig2_peg_725	Vsoy2_peg_72
MS2017_1782	SP60_05560	Rmag_0227	Rpac_peg_347	Rpha_peg_2187	Rple_peg_94	Rrec_peg_235	Rsou_peg_1026	Vdia_peg_765	Vext_peg_754	COSY_0220	Vgig2_peg_597	Vsoy2_peg_448
MS2017_1784	SP60_05550	Rmag_0225	Rpac_peg_344	Rpha_peg_2189	Rple_peg_92	Rrec_peg_237	Rsou_peg_1024	Vdia_peg_766	Vext_peg_755	COSY_0219	Vgig2_peg_598	Vsoy2_peg_446
